category,category.member,domain,prod.freq,prod.freq.percent,mean.rank,first.rank.freq,first.rank.freq.percent,weighted.rank,mean.RT,typicality,wordfreq.SUBTLEXUK,word.length,AoA.Kuperman,concreteness.Brysbaert
book genre,romantic,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
book genre,romcom,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
book genre,sci-fi,Abstract,6,0.3,6.833333333,NA,NA,157,NA,NA,3.34,5,NA,NA
book genre,science,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
book genre,science fiction,Abstract,5,0.25,5,1,0.05,140,2.559,4.833333333,NA,14,NA,3.13
book genre,scientific,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
book genre,self-help,Abstract,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
book genre,short story,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
book genre,thriller,Abstract,9,0.45,5,NA,NA,252,NA,4.666666667,3.7,8,8.25,2.21
book genre,tragic,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
book genre,travel,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
book genre,utopian,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
book genre,young adult,Abstract,2,0.1,7.5,NA,NA,51,NA,NA,NA,10,NA,NA
breed of dog,airedale,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
breed of dog,alaskan malamute,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
breed of dog,american bulldog,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
breed of dog,beagle,Concrete,4,0.2,3.5,1,0.05,118,1.742,4.666666667,3.03,6,7.39,4.81
breed of dog,bernese mountain dog,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
breed of dog,blood hound,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
breed of dog,border collie,Concrete,4,0.2,8.5,1,0.05,98,2.285,5,NA,12,NA,NA
breed of dog,border collies,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
breed of dog,border terrier,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
breed of dog,boxer,Concrete,2,0.1,8.5,NA,NA,49,NA,4.583333333,3.83,5,7.95,4.63
breed of dog,british bulldog,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
breed of dog,bulldog,Concrete,5,0.25,5,NA,NA,140,NA,4.833333333,3.27,7,7.28,4.71
breed of dog,cairn terrier,Concrete,1,0.05,1,1,0.05,32,8.511,NA,NA,NA,NA,NA
breed of dog,cavalier king charles spaniel,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
breed of dog,chao chao,Concrete,2,0.1,11.5,NA,NA,43,NA,NA,NA,8,NA,NA
breed of dog,chihuahua,Concrete,11,0.55,8.181818182,2,0.1,273,3.805,4.75,3.07,9,NA,4.38
breed of dog,cocker spaniel,Concrete,8,0.4,6.5,NA,NA,212,NA,4.916666667,NA,13,NA,4.86
breed of dog,cockerpoo,Concrete,2,0.1,10.5,NA,NA,45,NA,NA,NA,9,NA,NA
breed of dog,collie,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
breed of dog,corgi,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
breed of dog,dachshund,Concrete,6,0.3,5,NA,NA,168,NA,4.833333333,2.48,9,9.17,4.67
breed of dog,dalmatian,Concrete,7,0.35,3.428571429,3,0.15,207,2.443333333,4.333333333,2.65,9,6.06,4.81
breed of dog,english bulldog,Concrete,2,0.1,8,NA,NA,50,NA,4.583333333,NA,14,NA,NA
breed of dog,french bull terrier,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
breed of dog,french bulldog,Concrete,4,0.2,8.5,NA,NA,98,NA,4.833333333,NA,13,NA,NA
breed of dog,german shepherd,Concrete,9,0.45,3.333333333,1,0.05,267,2.192,NA,NA,14,NA,NA
breed of dog,golden retriever,Concrete,10,0.5,5.5,1,0.05,292,1.677,4.916666667,NA,15,NA,5
breed of dog,great dane,Concrete,4,0.2,10.25,NA,NA,91,NA,NA,NA,9,NA,NA
breed of dog,greyhound,Concrete,2,0.1,7,NA,NA,52,NA,4.833333333,3.25,9,8,5
breed of dog,greyhounds,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
breed of dog,highland terrier,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
breed of dog,husky,Concrete,6,0.3,6,1,0.05,162,3.173,5,2.89,5,10.21,3.59
breed of dog,italian greyhound,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
breed of dog,jack russell,Concrete,6,0.3,5.333333333,NA,NA,166,NA,NA,NA,11,NA,NA
breed of dog,king charles spaniel,Concrete,3,0.15,8,NA,NA,75,NA,4.916666667,NA,18,NA,NA
breed of dog,labradoodle,Concrete,2,0.1,5,NA,NA,56,NA,NA,2.37,11,NA,NA
breed of dog,labrador,Concrete,15,0.75,3.466666667,6,0.3,443,2.9025,4.916666667,3.23,8,NA,4.35
breed of dog,miniature schnauzer,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
breed of dog,mongrel,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
breed of dog,mountain dog,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
breed of dog,newfoundland,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
breed of dog,pekinese,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
breed of dog,pitbull,Concrete,2,0.1,7,NA,NA,52,NA,NA,2.58,7,NA,5
breed of dog,pointer,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
breed of dog,poodle,Concrete,8,0.4,7.625,NA,NA,203,NA,4.75,3.27,6,6.53,4.89
breed of dog,pug,Concrete,11,0.55,6.181818182,NA,NA,295,NA,4.75,2.88,3,9.17,4.62
breed of dog,red setter,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
breed of dog,regular poodle,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
breed of dog,rottweiler,Concrete,3,0.15,2,1,0.05,93,3.064,NA,2.9,10,NA,NA
breed of dog,russian dog,Concrete,1,0.05,1,1,0.05,32,4.459,NA,NA,NA,NA,NA
breed of dog,samoyed,Concrete,2,0.1,10,NA,NA,46,NA,NA,1.65,7,NA,NA
breed of dog,sausage dog,Concrete,2,0.1,5.5,NA,NA,55,NA,3.75,NA,10,NA,NA
breed of dog,scottie dog,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
breed of dog,sheepdog,Concrete,2,0.1,8.5,NA,NA,49,NA,4.333333333,3.1,8,7.11,4.72
breed of dog,shepherd dog,Concrete,1,0.05,19,NA,NA,14,NA,NA,NA,NA,NA,NA
breed of dog,shih-tzu,Concrete,4,0.2,7.25,NA,NA,103,NA,NA,NA,7,NA,NA
breed of dog,siberian husky,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
breed of dog,spaniel,Concrete,2,0.1,5.5,NA,NA,55,NA,4.333333333,3.2,7,7.94,4.7
breed of dog,spaniels,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
breed of dog,springer spaniel,Concrete,3,0.15,7,NA,NA,78,NA,NA,NA,15,NA,NA
breed of dog,st bernard,Concrete,2,0.1,13,NA,NA,40,NA,NA,NA,9,NA,NA
breed of dog,staffie,Concrete,2,0.1,8.5,NA,NA,49,NA,NA,2.52,7,NA,NA
breed of dog,staffordshire,Concrete,1,0.05,1,1,0.05,32,4.623,NA,NA,NA,NA,NA
breed of dog,standard poodle,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
breed of dog,terrier,Concrete,2,0.1,12.5,NA,NA,41,NA,4.666666667,3.44,7,8.68,4.62
breed of dog,west highland white,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
breed of dog,westie,Concrete,2,0.1,6,NA,NA,54,NA,NA,2.14,6,NA,NA
breed of dog,yorkshire terrier,Concrete,4,0.2,4.5,NA,NA,114,NA,4.583333333,NA,16,NA,NA
building,act of creation,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
building,airport,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
building,apartment,Concrete,3,0.15,4.666666667,NA,NA,85,NA,4.583333333,4.1,9,7.8,4.9
building,apartment block,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
building,apartments,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
building,arena,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
building,art gallery,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
building,barn,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
building,big ben,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
building,block of flats,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
building,blocks,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
building,buckingham palace,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
building,bungalow,Concrete,4,0.2,4,NA,NA,116,NA,4.666666667,4.17,8,12.58,4.63
building,bungalows,Concrete,2,0.1,5,NA,NA,56,NA,3.833333333,3.16,9,NA,NA
building,bus depot,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
building,bus station,Concrete,2,0.1,10,NA,NA,46,NA,2.916666667,NA,10,NA,4.86
building,cabin,Concrete,1,0.05,1,1,0.05,32,5.03,NA,NA,NA,NA,NA
building,cafe,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
building,castle,Concrete,3,0.15,6.666666667,NA,NA,79,NA,4.166666667,4.68,6,5.8,4.96
building,cathedral,Concrete,2,0.1,3,1,0.05,60,14.221,4.416666667,4.31,9,10.58,4.86
building,cathedrals,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
building,chalet,Concrete,2,0.1,12.5,NA,NA,41,NA,4.083333333,3.23,6,13.8,4.36
building,chrysler building,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
building,church,Concrete,7,0.35,5.142857143,NA,NA,195,NA,4.5,5.02,6,5.15,4.9
building,cinema,Concrete,2,0.1,8.5,NA,NA,49,NA,3.75,4.31,6,8.85,4.69
building,college,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
building,community centres,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
building,cottage,Concrete,2,0.1,6,NA,NA,54,NA,4.583333333,4.5,7,8.5,4.85
building,defence,Concrete,1,0.05,18,NA,NA,15,NA,NA,NA,NA,NA,NA
building,dental surgery,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
building,dentist,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
building,department stores,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
building,detached,Concrete,3,0.15,2.666666667,NA,NA,91,NA,4.083333333,4.18,8,NA,2.56
building,detached house,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
building,doctor's,Concrete,2,0.1,11.5,NA,NA,43,NA,NA,NA,7,NA,NA
building,doctor's surgery,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
building,empire state building,Concrete,1,0.05,1,1,0.05,32,7.687,NA,NA,NA,NA,NA
building,factory,Concrete,2,0.1,3,NA,NA,60,NA,4.25,4.59,7,6.89,4.76
building,fire station,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
building,flat,Concrete,5,0.25,3,2,0.1,150,4.787,4.166666667,4.99,4,5.68,4.07
building,flats,Concrete,7,0.35,4.285714286,NA,NA,201,NA,4.333333333,4.21,5,NA,NA
building,garage,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
building,government,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
building,gym,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
building,hall,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
building,historical,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
building,home,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
building,homestead,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
building,hospital,Concrete,4,0.2,7,NA,NA,104,NA,4.666666667,5.08,8,5.55,4.64
building,hospitals,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
building,hotels,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
building,house,Concrete,12,0.6,2,8,0.4,372,2.65325,4.916666667,5.83,5,3.16,5
building,household,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
building,houses,Concrete,2,0.1,2,1,0.05,62,2.963,4.666666667,4.88,6,NA,NA
building,ice rinks,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
building,igloo,Concrete,1,0.05,1,1,0.05,32,4.606,NA,NA,NA,NA,NA
building,library,Concrete,2,0.1,6,NA,NA,54,NA,4.75,4.34,7,4.95,4.8
building,lodge,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
building,mall,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
building,mansion,Concrete,2,0.1,5.5,NA,NA,55,NA,4.583333333,3.84,7,7.2,4.89
building,mosque,Concrete,3,0.15,9,NA,NA,72,NA,4.166666667,3.81,6,14.12,4.54
building,museum,Concrete,2,0.1,12,NA,NA,42,NA,4.75,4.59,6,8.55,4.6
building,museums,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
building,nursery,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
building,office,Concrete,2,0.1,3.5,NA,NA,59,NA,3.916666667,5.13,6,6.68,4.93
building,office block,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
building,office building,Concrete,2,0.1,1,2,0.1,64,6.537,4.166666667,NA,14,NA,NA
building,office buildings,Concrete,1,0.05,1,1,0.05,32,8.688,NA,NA,NA,NA,NA
building,office flats,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
building,offices,Concrete,3,0.15,4.333333333,NA,NA,86,NA,3.75,4.09,7,NA,NA
building,palace,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
building,police station,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
building,post office,Concrete,2,0.1,7.5,NA,NA,51,NA,4.416666667,NA,10,NA,4.9
building,prison,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
building,private,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
building,pub,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
building,public building,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
building,residential building,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
building,restaurant,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
building,restaurants,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
building,school,Concrete,7,0.35,6.285714286,NA,NA,187,NA,4.166666667,5.45,6,3.89,4.79
building,semi-detached,Concrete,4,0.2,2.5,NA,NA,122,NA,4,3.62,12,NA,NA
building,shed,Concrete,4,0.2,7.25,NA,NA,103,NA,3.833333333,4.38,4,7.33,4.55
building,sheds,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
building,shop,Concrete,4,0.2,8,NA,NA,100,NA,4.333333333,5.05,4,5.78,4.31
building,shops,Concrete,2,0.1,8,NA,NA,50,NA,4.333333333,4.6,5,NA,NA
building,skyscraper,Concrete,2,0.1,8,NA,NA,50,NA,4.916666667,3.03,10,8.26,4.76
building,skyscrapers,Concrete,2,0.1,3.5,NA,NA,59,NA,4.666666667,2.98,11,NA,NA
building,something that is being made greater,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
building,sports centre,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
building,storage container unit,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
building,supermarket,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
building,synagogue,Concrete,2,0.1,13,NA,NA,40,NA,3.833333333,2.96,9,11.73,4.54
building,temple,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
building,terrace,Concrete,3,0.15,5.333333333,NA,NA,83,NA,3,4.03,7,9.89,4.67
building,terraced,Concrete,1,0.05,1,1,0.05,32,4.277,NA,NA,NA,NA,NA
building,theatre,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
building,tower,Concrete,2,0.1,12,NA,NA,42,NA,4.083333333,4.5,5,6.33,4.76
building,town hall,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
building,train station,Concrete,3,0.15,10.33333333,NA,NA,68,NA,3.5,NA,12,NA,4.87
building,university,Concrete,2,0.1,16,NA,NA,34,NA,2.916666667,4.89,10,10.72,4.65
building,villa,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
building,warehouses,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
building,we are building something,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
building,workplace,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
building material,aluminium,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
building material,asbestos,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
building material,bamboo,Concrete,2,0.1,6.5,NA,NA,53,NA,3,3.65,6,9.28,4.86
building material,blocks,Concrete,2,0.1,7,NA,NA,52,NA,3.75,4.21,6,NA,NA
building material,boards,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
building material,bolts,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
building material,brick,Concrete,5,0.25,1,5,0.25,160,2.771,5,4.18,5,6.43,4.83
building material,bricks,Concrete,13,0.65,2.769230769,8,0.4,393,2.475,5,4.02,6,NA,NA
building material,cement,Concrete,14,0.7,4,1,0.05,406,3.934,4.416666667,3.64,6,6.89,4.97
building material,ceramic,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
building material,cinder blocks,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
building material,cladding,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
building material,clay,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
building material,concrete,Concrete,8,0.4,3,1,0.05,240,2.795,4.833333333,4.22,8,7.44,4.59
building material,copper,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
building material,electrical wiring,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
building material,flagstone,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
building material,foundations,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
building material,glass,Concrete,5,0.25,6.2,NA,NA,134,NA,3.25,4.92,5,4.47,4.82
building material,gravel,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
building material,hammer,Concrete,2,0.1,4.5,NA,NA,57,NA,2.083333333,4.66,6,5.42,4.77
building material,hammers,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
building material,insulation,Concrete,2,0.1,7.5,NA,NA,51,NA,3.916666667,3.63,10,10.21,4.33
building material,iron,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
building material,limestone,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
building material,metal,Concrete,4,0.2,5.5,1,0.05,110,3.273,4.166666667,4.63,5,5.61,4.87
building material,mortar,Concrete,8,0.4,4,NA,NA,232,NA,4,3.65,6,11.9,4.48
building material,nails,Concrete,3,0.15,4.333333333,NA,NA,86,NA,3.333333333,4.03,5,NA,NA
building material,paste,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
building material,plaster,Concrete,3,0.15,4,NA,NA,87,NA,4.666666667,3.97,7,9.16,4.59
building material,plasterboard,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
building material,plastic,Concrete,5,0.25,7.6,NA,NA,127,NA,2.666666667,4.43,7,5.11,4.79
building material,plywood,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
building material,sand,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
building material,sandstone,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
building material,screwdriver,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
building material,screws,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
building material,sheeting,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
building material,shovel,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
building material,silicone,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
building material,slate,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
building material,steel,Concrete,4,0.2,3.75,NA,NA,117,NA,4.75,4.42,5,7.68,4.87
building material,steel beams,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
building material,stone,Concrete,3,0.15,4.666666667,NA,NA,85,NA,4.75,4.84,5,4.44,4.72
building material,stones,Concrete,2,0.1,3,1,0.05,60,2.661,3,4.39,6,NA,NA
building material,tar,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
building material,thatch,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
building material,tiles,Concrete,5,0.25,5.8,NA,NA,136,NA,3.75,4.08,5,NA,NA
building material,timber,Concrete,2,0.1,5.5,NA,NA,55,NA,4.25,4.05,6,6.47,4.9
building material,tin,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
building material,wood,Concrete,15,0.75,3.066666667,3,0.15,449,2.610333333,4.583333333,4.78,4,4.58,4.85
camping equipment,air mattresses,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
camping equipment,air pump,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
camping equipment,airbed,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
camping equipment,backpack,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
camping equipment,barbecue,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
camping equipment,blanket,Concrete,2,0.1,6.5,NA,NA,53,NA,3.5,3.93,7,3.61,5
camping equipment,blankets,Concrete,2,0.1,8.5,NA,NA,49,NA,3.666666667,3.44,8,NA,NA
camping equipment,blow-up bed,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
camping equipment,blow-up mattress,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
camping equipment,blowtorch,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
camping equipment,book,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
camping equipment,bug spray,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
camping equipment,camp bed,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
camping equipment,caravan,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
camping equipment,caravans,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
camping equipment,chairs,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
camping equipment,compass,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
camping equipment,cooking stove,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
camping equipment,cooler bags,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
camping equipment,cutlery,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
camping equipment,deckchairs,Concrete,2,0.1,11,NA,NA,44,NA,NA,2.58,10,NA,NA
camping equipment,fire,Concrete,2,0.1,7.5,NA,NA,51,NA,2.25,5.18,4,3.25,4.68
camping equipment,first aid kit,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
camping equipment,fishing rod,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
camping equipment,flask,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
camping equipment,foldable chairs,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
camping equipment,food,Concrete,7,0.35,8.142857143,NA,NA,174,NA,2.083333333,5.45,4,3.25,4.8
camping equipment,fuel,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
camping equipment,gas canisters,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
camping equipment,gas stove,Concrete,2,0.1,3.5,NA,NA,59,NA,4.583333333,NA,8,NA,NA
camping equipment,groundsheet,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
camping equipment,hammer,Concrete,3,0.15,4.666666667,NA,NA,85,NA,2.416666667,4.66,6,5.42,4.77
camping equipment,hiking boots,Concrete,2,0.1,5.5,NA,NA,55,NA,3.833333333,NA,11,NA,NA
camping equipment,inflatable mattress,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
camping equipment,lighter,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
camping equipment,maps,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
camping equipment,matches,Concrete,2,0.1,5,NA,NA,56,NA,3.166666667,4.44,7,NA,NA
camping equipment,net,Concrete,1,0.05,1,1,0.05,32,3.221,NA,NA,NA,NA,NA
camping equipment,pads,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
camping equipment,pans,Concrete,4,0.2,5.25,NA,NA,111,NA,3.166666667,3.62,4,NA,NA
camping equipment,pegs,Concrete,8,0.4,5.375,NA,NA,221,NA,4,3.28,4,NA,NA
camping equipment,pillow,Concrete,2,0.1,3.5,NA,NA,59,NA,2.166666667,3.73,6,3.47,5
camping equipment,poles,Concrete,3,0.15,2.666666667,NA,NA,91,NA,3.75,3.75,5,NA,NA
camping equipment,portable chair,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
camping equipment,portable kettle,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
