category,category.member,domain,prod.freq,prod.freq.percent,mean.rank,first.rank.freq,first.rank.freq.percent,weighted.rank,mean.RT,typicality,wordfreq.SUBTLEXUK,word.length,AoA.Kuperman,concreteness.Brysbaert
time of day,2pm,Abstract,2,0.1,15,NA,NA,36,NA,NA,NA,3,NA,NA
time of day,3 o'clock,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
time of day,3am,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
time of day,3pm,Abstract,2,0.1,16,NA,NA,34,NA,NA,NA,3,NA,NA
time of day,4 o'clock,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
time of day,4am,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
time of day,4pm,Abstract,2,0.1,17,NA,NA,32,NA,NA,NA,3,NA,NA
time of day,5 o'clock,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
time of day,5am,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
time of day,5pm,Abstract,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
time of day,6am,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
time of day,6pm,Abstract,1,0.05,18,NA,NA,15,NA,NA,NA,NA,NA,NA
time of day,7am,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
time of day,7pm,Abstract,1,0.05,19,NA,NA,14,NA,NA,NA,NA,NA,NA
time of day,8am,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
time of day,8pm,Abstract,1,0.05,20,NA,NA,13,NA,NA,NA,NA,NA,NA
time of day,9am,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
time of day,9pm,Abstract,1,0.05,21,NA,NA,12,NA,NA,NA,NA,NA,NA
time of day,a.m.,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
time of day,afternoon,Abstract,18,0.9,2.388888889,1,0.05,551,2.575,4.666666667,5.06,9,4.65,3.7
time of day,bedtime,Abstract,2,0.1,9.5,NA,NA,47,NA,3.75,3.83,7,3.95,2.9
time of day,breakfast,Abstract,3,0.15,7.666666667,NA,NA,76,NA,3.333333333,4.64,9,3.47,4.43
time of day,brunch,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
time of day,coffee break,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
time of day,dawn,Abstract,5,0.25,4.6,NA,NA,142,NA,4.333333333,4.34,4,7,4.46
time of day,daytime,Abstract,2,0.1,4.5,NA,NA,57,NA,3.833333333,3.67,7,5.1,4.31
time of day,diet coke break,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
time of day,dinner,Abstract,2,0.1,4,NA,NA,58,NA,4.5,4.77,6,3.99,4.5
time of day,dusk,Abstract,4,0.2,5.75,NA,NA,109,NA,3.75,3.4,4,8.74,4.24
time of day,early,Abstract,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
time of day,early afternoon,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
time of day,early hours,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
time of day,early morning,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
time of day,elevenses time,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
time of day,evening,Abstract,19,0.95,4.157894737,1,0.05,574,2.01,4.75,5.12,7,5.84,3.26
time of day,high noon,Abstract,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
time of day,home,Abstract,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
time of day,late,Abstract,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
time of day,late afternoon,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
time of day,late morning,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
time of day,late night,Abstract,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
time of day,lauds,Abstract,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
time of day,leisure time,Abstract,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
time of day,lunchtime,Abstract,4,0.2,7,NA,NA,104,NA,3.666666667,4.05,9,4.94,3.79
time of day,matins,Abstract,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
time of day,midday,Abstract,9,0.45,5.555555556,1,0.05,247,5.761,4.833333333,3.64,6,7.37,3.72
time of day,midnight,Abstract,6,0.3,7.166666667,NA,NA,155,NA,4.666666667,4.19,8,6.21,3.14
time of day,morning,Abstract,19,0.95,2.684210526,16,0.8,576,3.518875,4.583333333,5.5,7,4,3.44
time of day,nap,Abstract,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
time of day,night,Abstract,8,0.4,3.875,NA,NA,233,NA,4.583333333,5.65,5,3.61,4.52
time of day,nighttime,Abstract,7,0.35,5,NA,NA,196,NA,4.25,2.08,9,3.72,3.86
time of day,noon,Abstract,4,0.2,3.5,NA,NA,118,NA,4.5,3.56,4,5.89,2.67
time of day,one o'clock,Abstract,1,0.05,18,NA,NA,15,NA,NA,NA,NA,NA,NA
time of day,p.m.,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
time of day,rush hour,Abstract,1,0.05,21,NA,NA,12,NA,NA,NA,NA,NA,NA
time of day,small hours,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
time of day,small hours of the morning,Abstract,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
time of day,sunrise,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
time of day,sunset,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
time of day,suppertime,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
time of day,teatime,Abstract,3,0.15,8.333333333,NA,NA,96,NA,2.833333333,3.17,7,6.74,3.11
time of day,three o'clock,Abstract,1,0.05,20,NA,NA,13,NA,NA,NA,NA,NA,NA
time of day,two o'clock,Abstract,1,0.05,19,NA,NA,14,NA,NA,NA,NA,NA,NA
time of day,vespers,Abstract,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
time of day,work,Abstract,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
tool,allen key,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
tool,axe,Concrete,2,0.1,7.5,NA,NA,51,NA,3.833333333,3.85,3,6.11,5
tool,ball,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
tool,bolt cutters,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
tool,bolts,Concrete,2,0.1,7,NA,NA,52,NA,3.333333333,3.43,5,NA,NA
tool,books,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
tool,calculators,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
tool,cement mixer,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
tool,chainsaw,Concrete,2,0.1,6,NA,NA,54,NA,NA,3.21,8,7,4.9
tool,chisel,Concrete,3,0.15,3.333333333,NA,NA,89,NA,4.583333333,3.09,6,10.53,4.63
tool,clamp,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
tool,craft knife,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
tool,crowbar,Concrete,2,0.1,5.5,NA,NA,55,NA,3.916666667,2.81,7,8.72,4.87
tool,digger,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
tool,disc sander,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
tool,drill,Concrete,9,0.45,4.888888889,NA,NA,253,NA,4.833333333,3.96,5,7.14,4.4
tool,duct tape,Concrete,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
tool,forks,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
tool,garden saw,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
tool,grass cutter,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
tool,grinder,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
tool,hacksaw,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
tool,hacksaws,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
tool,hammer,Concrete,20,1,1.4,15,0.75,632,2.040066667,4.75,4.66,6,5.42,4.77
tool,hedge trimmer,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
tool,jigsaw,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
tool,knife,Concrete,2,0.1,4.5,NA,NA,57,NA,3.25,4.49,5,4.15,4.9
tool,ladder,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
tool,laser cutter,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
tool,level measurer,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
tool,level measures,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
tool,magnifying glass,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
tool,measuring tape,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
tool,mortar,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
tool,nail,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
tool,nails,Concrete,4,0.2,4.75,NA,NA,113,NA,2.75,4.03,5,NA,NA
tool,nuts,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
tool,paper,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
tool,peeler,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
tool,pen,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
tool,pencils,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
tool,pens,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
tool,pestle,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
tool,plane,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
tool,pliers,Concrete,3,0.15,5.666666667,NA,NA,82,NA,4.666666667,2.73,6,7,4.93
tool,power saw,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
tool,rake,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
tool,rasp,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
tool,rulers,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
tool,sandpaper,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
tool,saw,Concrete,9,0.45,4.444444444,NA,NA,257,NA,4.75,5.4,3,5.36,4.46
tool,scissors,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
tool,screwdriver,Concrete,16,0.8,2.6875,3,0.15,485,2.715,4.916666667,3.34,11,6,4.9
tool,screws,Concrete,4,0.2,7.5,NA,NA,102,NA,3,3.43,6,NA,NA
tool,set square,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
tool,shears,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
tool,shovel,Concrete,2,0.1,3.5,NA,NA,59,NA,3.916666667,3.55,6,6.28,4.97
tool,soldering iron,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
tool,spade,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
tool,spanner,Concrete,9,0.45,1.888888889,2,0.1,280,2.419,4.666666667,3.4,7,12.5,NA
tool,spatula,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
tool,spirit level,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
tool,spoons,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
tool,stapler,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
tool,vice,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
tool,wood saw,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
tool,wrench,Concrete,6,0.3,4.833333333,NA,NA,169,NA,4.75,3.15,6,7.84,4.93
tree,acorn,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
tree,apple,Concrete,2,0.1,9,NA,NA,48,NA,NA,4.58,5,4.15,5
tree,apple tree,Concrete,7,0.35,3,1,0.05,210,1.61,4.833333333,NA,9,NA,4.84
tree,ash,Concrete,4,0.2,3.75,1,0.05,117,2.057,4.416666667,4.19,3,6.63,4.96
tree,banana,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
tree,beech,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
tree,berry bush,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
tree,birch,Concrete,4,0.2,3.25,NA,NA,119,NA,4.583333333,3.43,5,10.84,4.12
tree,bush,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
tree,cedar,Concrete,2,0.1,2.5,NA,NA,61,NA,4.333333333,2.94,5,9.86,4.83
tree,cherry,Concrete,2,0.1,9.5,NA,NA,47,NA,4.333333333,4.23,6,5.58,4.62
tree,chestnut,Concrete,3,0.15,2.666666667,NA,NA,91,NA,4,3.44,8,6.55,4.7
tree,christmas tree,Concrete,2,0.1,5,NA,NA,56,NA,3.583333333,NA,13,NA,4.9
tree,coconut,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
tree,conifer,Concrete,3,0.15,4.666666667,NA,NA,85,NA,NA,2.82,7,NA,4.12
tree,conker,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
tree,damson,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
tree,douglas fir,Concrete,1,0.05,20,NA,NA,13,NA,NA,NA,NA,NA,NA
tree,elder,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
tree,elm,Concrete,3,0.15,5.666666667,NA,NA,82,NA,4.166666667,3.4,3,9.06,4.69
tree,evergreen,Concrete,2,0.1,2,1,0.05,62,2.249,4.583333333,3.07,9,8.95,4
tree,fir,Concrete,3,0.15,3.333333333,NA,NA,89,NA,3.666666667,3.2,3,8.75,4.58
tree,fruit,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
tree,gingko,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
tree,hawthorn,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
tree,hazel,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
tree,hazelnut,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
tree,holly,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
tree,horse chestnut,Concrete,2,0.1,5.5,NA,NA,55,NA,4.083333333,NA,13,NA,NA
tree,ivy,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
tree,laurel,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
tree,lemon,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
tree,lodgepole pine,Concrete,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
tree,mahogany,Concrete,1,0.05,23,NA,NA,10,NA,NA,NA,NA,NA,NA
tree,mango,Concrete,1,0.05,1,1,0.05,32,3.52,NA,NA,NA,NA,NA
tree,maple,Concrete,3,0.15,2,2,0.1,93,4.3325,4.583333333,3.33,5,5.94,4.46
tree,maritime pine,Concrete,1,0.05,22,NA,NA,11,NA,NA,NA,NA,NA,NA
tree,monkey,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
tree,norway spruce,Concrete,1,0.05,18,NA,NA,15,NA,NA,NA,NA,NA,NA
tree,oak,Concrete,11,0.55,2.090909091,5,0.25,340,2.875,5,4.23,3,7.35,4.82
tree,oak tree,Concrete,6,0.3,2.333333333,2,0.1,184,3.927,4.666666667,NA,7,NA,4.52
tree,palm,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
tree,palm tree,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
tree,pear,Concrete,4,0.2,6.5,1,0.05,106,1.895,4.083333333,3.83,4,4,4.93
tree,pernambuco,Concrete,1,0.05,26,NA,NA,7,NA,NA,NA,NA,NA,NA
tree,pine,Concrete,5,0.25,3.4,NA,NA,148,NA,4.833333333,3.99,4,5.53,4.37
tree,pine tree,Concrete,4,0.2,2.75,2,0.1,121,2.313,4.75,NA,8,NA,4.96
tree,plane,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
tree,plum,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
tree,redwood,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
tree,rosewood,Concrete,1,0.05,24,NA,NA,9,NA,NA,NA,NA,NA,NA
tree,rowan,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
tree,scots pine,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
tree,silver birch,Concrete,3,0.15,6,NA,NA,81,NA,4.333333333,NA,11,NA,NA
tree,spruce,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
tree,spruce tree,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
tree,stone pine,Concrete,1,0.05,21,NA,NA,12,NA,NA,NA,NA,NA,NA
tree,sweet chestnut,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
tree,sycamore,Concrete,5,0.25,4,1,0.05,145,4.333,4.833333333,2.96,8,11.12,4.48
tree,western hemlock,Concrete,1,0.05,19,NA,NA,14,NA,NA,NA,NA,NA,NA
tree,willow,Concrete,5,0.25,2.6,2,0.1,152,2.2535,4.416666667,3.72,6,6.83,4.35
tree,willow tree,Concrete,2,0.1,2,1,0.05,62,1.419,4.916666667,NA,10,NA,4.94
tree,zebrawood,Concrete,1,0.05,25,NA,NA,8,NA,NA,NA,NA,NA,NA
two-dimensional shape,centagon,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
two-dimensional shape,circle,Abstract,17,0.85,1.941176471,5,0.25,554,3.1024,4.166666667,4.37,6,3.67,4.44
two-dimensional shape,crescent,Abstract,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
two-dimensional shape,decagon,Abstract,6,0.3,8.333333333,NA,NA,148,NA,NA,1.39,7,NA,NA
two-dimensional shape,diamond,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
two-dimensional shape,dodecagon,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
two-dimensional shape,dodecahedron,Abstract,5,0.25,7.4,NA,NA,128,NA,NA,1.93,12,11.91,NA
two-dimensional shape,hectagon,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
two-dimensional shape,heptagon,Abstract,4,0.2,6.25,NA,NA,107,NA,NA,1.6,8,NA,4.26
two-dimensional shape,hexagon,Abstract,10,0.5,5.3,NA,NA,277,NA,4.5,2.63,7,7.95,4.52
two-dimensional shape,kite,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
two-dimensional shape,nonagon,Abstract,3,0.15,9.666666667,NA,NA,70,NA,NA,NA,7,NA,NA
two-dimensional shape,octagon,Abstract,12,0.6,6.666666667,NA,NA,316,NA,3.416666667,2.55,7,8,4.43
two-dimensional shape,parallelogram,Abstract,4,0.2,8.75,NA,NA,97,NA,3.583333333,1.84,13,11.05,4.07
two-dimensional shape,pentagon,Abstract,12,0.6,5.416666667,NA,NA,331,NA,3.666666667,3.34,8,NA,4.45
two-dimensional shape,polygon,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
two-dimensional shape,rectangle,Abstract,10,0.5,3.9,NA,NA,291,NA,4.416666667,3.38,9,5,4.76
two-dimensional shape,rhombus,Abstract,6,0.3,6,NA,NA,162,NA,NA,2.06,7,10.88,NA
two-dimensional shape,right-angled triangle,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
two-dimensional shape,semicircle,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
two-dimensional shape,septagon,Abstract,4,0.2,6.75,NA,NA,105,NA,NA,NA,8,NA,NA
two-dimensional shape,square,Abstract,19,0.95,1.736842105,8,0.4,644,4.0725,4.916666667,4.78,6,4.11,4.33
two-dimensional shape,star,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
two-dimensional shape,tetradecagon,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
two-dimensional shape,trapezium,Abstract,4,0.2,5,NA,NA,112,NA,NA,2.28,9,16,NA
two-dimensional shape,triangle,Abstract,18,0.9,2.388888889,6,0.3,573,3.042166667,4.666666667,3.93,8,4.9,4.52
two-wheeled vehicle,bicycle,Concrete,16,0.8,1.0625,15,0.75,511,2.642933333,4.916666667,3.92,7,4.26,4.89
two-wheeled vehicle,bike,Concrete,3,0.15,1,3,0.15,96,2.597333333,4.916666667,4.58,4,4.79,5
two-wheeled vehicle,buggy,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
two-wheeled vehicle,moped,Concrete,3,0.15,2.666666667,NA,NA,91,NA,4.5,2.83,5,9.39,3.26
two-wheeled vehicle,motor,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
two-wheeled vehicle,motorbike,Concrete,10,0.5,1.9,1,0.05,311,2.334,5,3.71,9,7.95,4.79
two-wheeled vehicle,motorbikes,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
two-wheeled vehicle,motorcycle,Concrete,3,0.15,2,1,0.05,93,1.921,4.916666667,3.55,10,5.05,4.97
two-wheeled vehicle,pedal bike,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
two-wheeled vehicle,penny farthing,Concrete,2,0.1,3,NA,NA,60,NA,NA,NA,13,NA,NA
two-wheeled vehicle,pushbike,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
two-wheeled vehicle,scooter,Concrete,7,0.35,3.285714286,NA,NA,208,NA,4.75,3.63,7,6.68,4.96
two-wheeled vehicle,segway,Concrete,3,0.15,3.333333333,NA,NA,89,NA,NA,2.14,6,NA,NA
two-wheeled vehicle,swegway,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
type of word,abstract noun,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
type of word,adjective,Abstract,16,0.8,2.8125,2,0.1,483,3.135,4.416666667,3.04,9,8.6,2.43
type of word,adjectives,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
type of word,adverb,Abstract,9,0.45,3.666666667,NA,NA,264,NA,4.583333333,2.02,6,8.14,2.25
type of word,adverbs,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
type of word,aggressive,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
type of word,command,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
type of word,common noun,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
type of word,connecting,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
type of word,connecting word,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
type of word,connector,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
type of word,descriptive,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
type of word,gerund,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
type of word,good,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
type of word,hello how are you,Abstract,1,0.05,1,1,0.05,32,7.85,NA,NA,NA,NA,NA
type of word,imperative,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
type of word,infinitive,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
type of word,name,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
type of word,negative,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
type of word,nonword,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
type of word,noun,Abstract,16,0.8,1.6875,12,0.6,501,2.338583333,4.5,2.82,4,7.28,3.15
type of word,nouns,Abstract,1,0.05,1,1,0.05,32,2.014,NA,NA,NA,NA,NA
type of word,palindrome,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
type of word,plural,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
type of word,positive,Abstract,1,0.05,1,1,0.05,32,7.797,NA,NA,NA,NA,NA
type of word,pronoun,Abstract,5,0.25,3.8,NA,NA,146,NA,4.5,2.09,7,8.63,2.48
type of word,pronouns,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
type of word,proverb,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
type of word,tenses,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
type of word,title,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
type of word,verb,Abstract,13,0.65,2.692307692,NA,NA,394,NA,4.916666667,3.06,4,8,2.85
type of word,verbs,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
type of word,word,Abstract,1,0.05,1,1,0.05,32,5.421,NA,NA,NA,NA,NA
unit of length,centilitres,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
unit of length,centimetre,Abstract,12,0.6,2.583333333,3,0.15,365,2.327666667,5,3.28,10,NA,NA
unit of length,centimetres,Abstract,7,0.35,2.285714286,1,0.05,215,1.681,4.833333333,3.84,11,NA,NA
unit of length,cubit,Abstract,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
unit of length,fathom,Abstract,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
unit of length,feet,Abstract,8,0.4,4.875,NA,NA,225,NA,4.583333333,5.08,4,NA,NA
unit of length,foot,Abstract,10,0.5,5,NA,NA,280,NA,4.416666667,4.92,4,3.44,4.9
unit of length,hands,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
unit of length,hours,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
unit of length,inch,Abstract,6,0.3,4.833333333,NA,NA,169,NA,4.75,4.18,4,5.11,4.37
unit of length,inches,Abstract,11,0.55,5.272727273,NA,NA,305,NA,4.833333333,4.16,6,NA,NA
unit of length,kilometre,Abstract,8,0.4,5.125,NA,NA,223,NA,4.833333333,3.64,9,NA,NA
