token,rating-human,specificity1,specificity2,specificity3
coagulant,3.56,3.008261673776419,2.7460521754907417,1.8571428571428572
gallows,4.35,3.1893287943421993,3.1991642791754358,2.2857142857142856
lifestyle,2.14,2.7366609929277494,2.7022178731407496,1.7142857142857144
shark,4.93,3.1601834977558143,3.1673760986021122,2.857142857142857
electrolyte,3.37,3.1893287943421993,3.2891112418795045,2.2857142857142856
serialization,2.07,3.3703959149079794,3.3934196276540396,2.428571428571429
choir,4.34,3.0987952340593092,3.097190304291201,2.0
upsurge,2.17,3.0458364962299025,3.0394292890307804,2.142857142857143
gravel,5.0,3.0987952340593092,3.1903681340918917,2.2857142857142856
pageboy,4.08,3.4609294751908695,3.4455546967631263,2.571428571428571
digestion,3.66,2.9177281134935296,2.902934955812597,1.7142857142857144
outpost,4.04,3.0987952340593092,3.100421171387823,2.0
sonogram,4.48,3.1893287943421993,3.1991642791754358,2.142857142857143
shale,3.84,3.2269036167956826,3.3300933344066967,2.428571428571429
scorekeeper,4.54,3.3703959149079794,3.3468115889755135,2.428571428571429
cannonball,4.8,3.3703959149079794,3.396650494750662,2.428571428571429
crayon,4.87,3.1893287943421993,3.1991642791754358,2.142857142857143
hub,3.59,2.8271945532106395,2.8041918480249843,1.5714285714285714
boating,3.85,3.2798623546250893,3.2946765198664267,2.428571428571429
consistency,2.55,2.3243178485585885,2.2524836152312844,1.5714285714285714
blazer,4.79,3.641996595756649,3.6928798181135005,2.857142857142857
footlocker,4.58,3.3703959149079794,3.396650494750662,2.428571428571429
smoothie,4.62,3.5514630354737595,3.5442978045507396,2.7142857142857144
smear,3.66,3.0987952340593092,3.097190304291201,2.0
bestseller,2.59,3.4609294751908695,3.495393602538275,2.571428571428571
cinnamon,4.85,3.0987952340593092,3.100421171387823,2.0
desirability,1.89,2.9177281134935296,2.8997040887159753,1.7142857142857144
tumbleweed,4.84,3.2798623546250893,3.297907386963049,2.2857142857142856
illiteracy,2.48,3.008261673776419,2.998447196503588,1.8571428571428572
processor,4.0,3.0987952340593092,3.097190304291201,2.0
boom,3.66,3.0987952340593092,3.097190304291201,2.0
supervisor,4.26,2.9499710806036497,2.888262796678415,2.428571428571429
citizen,4.43,2.9448483723242296,2.882675563237931,2.2857142857142856
bases,3.63,2.8647693756641224,2.8451739405521765,2.0
cell,4.44,3.3703959149079794,3.3934196276540396,2.428571428571429
hip,4.21,2.9177281134935296,2.902934955812597,1.7142857142857144
makeup,4.45,2.8647693756641224,2.8451739405521765,2.142857142857143
haven,3.38,3.0987952340593092,3.100421171387823,2.0
edibility,2.42,2.6837022550983427,2.644456857880329,1.5714285714285714
capitalization,3.25,2.9177281134935296,2.8997040887159753,1.7142857142857144
paperback,4.57,3.0987952340593092,3.100421171387823,2.142857142857143
thumbhole,4.42,3.0987952340593092,3.100421171387823,2.0
limestone,4.59,3.2798623546250893,3.3878543496671174,2.428571428571429
havoc,2.18,3.2798623546250893,3.2946765198664267,2.2857142857142856
stallion,4.72,3.9135972766053198,3.6257757119107197,3.4285714285714284
charge,2.96,3.0987952340593092,3.097190304291201,2.142857142857143
washbasin,4.74,3.1893287943421993,3.1991642791754358,2.142857142857143
playoff,3.48,2.9177281134935296,2.8997040887159753,1.8571428571428572
shade,3.38,2.9177281134935296,2.8997040887159753,2.0
physiology,2.72,3.2507170580387044,3.262888339293103,2.571428571428571
healthcare,3.24,3.1893287943421993,3.195933412078814,2.142857142857143
elephant,5.0,3.3412506183215944,3.364862314177338,2.857142857142857
hunting,3.96,3.0987952340593092,3.097190304291201,2.428571428571429
toddy,3.32,4.00413083688821,3.7972614018293904,3.5714285714285716
kinetics,2.39,3.3703959149079794,3.3934196276540396,2.571428571428571
root,4.34,2.6892610650133424,2.653750605576941,2.0
muddiness,3.11,3.008261673776419,2.998447196503588,1.8571428571428572
grocer,4.3,3.3703959149079794,3.3468115889755135,2.571428571428571
brethren,3.25,3.1893287943421993,3.195933412078814,2.142857142857143
rumba,4.04,3.008261673776419,2.998447196503588,1.8571428571428572
duplication,3.3,3.008261673776419,3.00167806360021,2.142857142857143
beggar,4.59,3.206769639115461,3.168347747096307,2.571428571428571
squirrel,4.89,3.1363700565127925,3.1414032639150156,2.7142857142857144
butane,4.31,4.00413083688821,3.7972614018293904,3.4285714285714284
greyhound,5.0,3.9511720990588026,4.1200381967076005,3.5714285714285716
mechanic,4.38,3.4609294751908695,3.4455546967631263,2.571428571428571
aggregation,2.16,1.9696900742078018,1.8656983343043874,1.4285714285714286
manager,4.14,3.2798623546250893,3.2480684811879006,2.571428571428571
stripper,4.78,3.3703959149079794,3.4865974574547307,2.428571428571429
presenter,3.96,3.2798623546250893,3.2480684811879006,2.2857142857142856
asparagus,4.96,3.2798623546250893,3.297907386963049,2.2857142857142856
courtesy,1.77,2.9553029359470124,2.9406861812431675,2.0
redundancy,2.39,3.008261673776419,2.998447196503588,1.8571428571428572
chemistry,3.64,2.9177281134935296,2.8997040887159753,2.2857142857142856
seaside,4.46,3.008261673776419,3.00167806360021,1.8571428571428572
liposuction,4.1,3.4609294751908695,3.4921627354416525,2.571428571428571
singsong,2.81,3.0987952340593092,3.097190304291201,2.0
sleepover,3.39,3.008261673776419,2.998447196503588,1.8571428571428572
locator,3.18,3.3703959149079794,3.3468115889755135,2.428571428571429
wildfire,4.59,3.0987952340593092,3.097190304291201,2.0
maidenhood,2.72,3.0987952340593092,3.097190304291201,2.0
alternation,3.0,3.2798623546250893,3.2946765198664267,2.2857142857142856
decryption,2.83,3.0987952340593092,3.097190304291201,2.142857142857143
rental,2.65,2.7742358153812323,2.7431999656679418,1.7142857142857144
emerald,4.93,3.732530156039539,3.881569888605182,3.0
doormat,4.83,3.008261673776419,2.951839157825062,2.142857142857143
commentary,2.96,2.6169821360584744,2.5716865847798127,1.7142857142857144
beef,4.74,3.717146240672669,3.7748440031678854,3.4285714285714284
irresponsibility,1.97,2.630743517277989,2.5866958426199087,1.7142857142857144
forgery,3.03,3.2798623546250893,3.297907386963049,2.2857142857142856
stoicism,2.2,2.9177281134935296,2.8997040887159753,1.7142857142857144
futurist,1.9,3.4609294751908695,3.4455546967631263,2.571428571428571
purifier,3.57,3.0987952340593092,3.100421171387823,2.142857142857143
nonperformance,2.37,2.6732476914755594,2.633054278553619,1.8571428571428572
fatherhood,2.76,2.8271945532106395,2.8009609809283624,1.5714285714285714
dust,4.4,3.1363700565127925,3.231350226619084,2.2857142857142856
bow,4.61,3.3703959149079794,3.396650494750662,2.428571428571429
exploiter,2.35,3.4609294751908695,3.4455546967631263,2.571428571428571
solarium,4.04,3.1893287943421993,3.1991642791754358,2.142857142857143
itch,3.15,3.2798623546250893,3.2946765198664267,2.2857142857142856
pawnshop,4.86,3.3703959149079794,3.396650494750662,2.428571428571429
lobby,4.7,3.0987952340593092,3.100421171387823,2.142857142857143
nights,4.41,2.7742358153812323,2.7431999656679418,1.7142857142857144
telegrapher,4.17,2.8271945532106395,2.8041918480249843,1.5714285714285714
balcony,4.68,2.8647693756641224,2.8451739405521765,1.8571428571428572
synapse,3.61,2.9177281134935296,2.8997040887159753,1.8571428571428572
spacesuit,4.96,3.4609294751908695,3.495393602538275,2.571428571428571
sportsman,4.44,3.3703959149079794,3.3468115889755135,2.428571428571429
mockingbird,4.75,3.5514630354737595,3.5941367103258877,2.7142857142857144
doorman,4.79,3.2798623546250893,3.2480684811879006,2.571428571428571
masque,3.88,3.008261673776419,2.998447196503588,2.0
fatherland,2.74,3.0987952340593092,3.100421171387823,2.142857142857143
heroin,4.57,3.3703959149079794,3.141024606641193,2.571428571428571
prospect,2.4,3.0987952340593092,3.097190304291201,2.0
bathtub,4.92,3.008261673776419,3.00167806360021,2.142857142857143
sunrise,4.69,3.2798623546250893,3.2946765198664267,2.2857142857142856
guiltiness,1.73,2.663568277418121,2.622497139049156,1.7142857142857144
college,4.62,2.9177281134935296,2.8997040887159753,1.7142857142857144
coupon,4.79,2.9177281134935296,2.8997040887159753,2.0
avoidance,1.86,2.8271945532106395,2.8009609809283624,1.8571428571428572
reintroduction,2.03,3.1893287943421993,3.195933412078814,2.142857142857143
sawhorse,4.78,3.0987952340593092,3.100421171387823,2.142857142857143
insider,3.07,3.641996595756649,3.6430409123383525,2.857142857142857
salami,4.78,3.0987952340593092,3.100421171387823,2.0
shroud,4.34,3.008261673776419,3.00167806360021,1.8571428571428572
hesitance,1.69,3.2798623546250893,3.2946765198664267,2.2857142857142856
testosterone,3.79,3.641996595756649,3.7828267808175693,2.857142857142857
wombat,4.48,3.5514630354737595,3.5941367103258877,2.7142857142857144
bacon,4.9,2.979116377190034,2.9698898830268865,2.142857142857143
peep,3.37,3.0987952340593092,3.097190304291201,2.0
rattlesnake,5.0,3.3975161737386794,3.4262300079511436,3.0
moocher,2.71,3.4609294751908695,3.4455546967631263,2.7142857142857144
coarseness,3.14,2.8271945532106395,2.8009609809283624,1.5714285714285714
investment,3.59,3.1601834977558143,3.1641452315054903,2.428571428571429
chat,3.66,2.9177281134935296,2.8997040887159753,1.8571428571428572
overbite,4.28,3.1893287943421993,3.195933412078814,2.142857142857143
ketchup,5.0,3.2798623546250893,3.297907386963049,2.2857142857142856
unsuitability,2.0,2.540209956995099,2.4879527348322954,1.5714285714285714
spokesman,4.11,3.3703959149079794,3.3468115889755135,2.428571428571429
elasticity,2.92,2.663568277418121,2.622497139049156,1.7142857142857144
anarchy,2.12,2.8271945532106395,2.8009609809283624,1.7142857142857144
apparatus,3.78,2.5331481118727304,2.483481391478671,2.0
physicist,4.26,3.008261673776419,2.951839157825062,2.2857142857142856
strain,3.0,3.008261673776419,2.998447196503588,2.0
juncture,3.0,2.6045334524974173,2.5581090595129963,1.7142857142857144
larynx,4.5,3.2798623546250893,3.297907386963049,2.2857142857142856
carpetbag,4.52,3.3703959149079794,3.396650494750662,2.428571428571429
nettle,3.88,3.025702518549681,3.0207004372962296,2.2857142857142856
nostalgia,1.83,3.008261673776419,2.998447196503588,2.0
mightiness,1.83,2.9177281134935296,2.8997040887159753,1.7142857142857144
daycare,3.93,3.2798623546250893,3.2946765198664267,2.2857142857142856
peanuts,4.9,3.008261673776419,2.998447196503588,1.8571428571428572
fin,4.76,3.0987952340593092,3.097190304291201,2.0
spectrum,2.97,2.5640233982381204,2.5139255695193925,1.7142857142857144
miscalculation,2.31,2.9177281134935296,2.8997040887159753,2.0
starlight,4.34,3.4609294751908695,3.495393602538275,2.571428571428571
sapling,4.52,3.3703959149079794,3.396650494750662,2.428571428571429
denominator,3.36,2.9177281134935296,2.8997040887159753,1.8571428571428572
conservatory,4.24,3.0987952340593092,3.097190304291201,2.142857142857143
gingersnap,4.76,3.0987952340593092,3.100421171387823,2.142857142857143
quota,2.89,2.9177281134935296,2.8997040887159753,1.7142857142857144
breadbasket,4.0,2.9177281134935296,2.902934955812597,1.7142857142857144
protegee,3.18,3.4609294751908695,3.4455546967631263,2.571428571428571
infidelity,2.07,2.5555938723619693,2.5047316575655234,1.5714285714285714
herpes,3.88,3.3412506183215944,3.361631447080716,2.7142857142857144
tabulation,2.7,2.9177281134935296,2.8997040887159753,1.7142857142857144
lover,3.68,2.717698434017694,2.634927758203445,2.142857142857143
blight,2.81,3.2798623546250893,3.2946765198664267,2.2857142857142856
adeptness,1.89,2.7366609929277494,2.7022178731407496,1.7142857142857144
aquarium,4.77,3.5514630354737595,3.5941367103258877,2.857142857142857
hemlock,4.88,3.0987952340593092,3.100421171387823,2.0
exhibitionist,3.67,3.1893287943421993,3.1493253734002877,2.2857142857142856
handbag,4.93,2.8647693756641224,2.8451739405521765,2.0
fume,3.58,3.0458364962299025,3.0426601561274027,2.142857142857143
metabolism,2.27,2.6461274326448594,2.6067056324497586,1.5714285714285714
concurrence,2.08,3.0987952340593092,3.097190304291201,2.0
sunroof,4.68,3.1893287943421993,3.1991642791754358,2.142857142857143
enthusiast,2.23,3.057201253911867,3.005216559772535,2.428571428571429
preoccupation,2.04,2.7742358153812323,2.7431999656679418,1.8571428571428572
diabetic,3.38,3.3703959149079794,3.3468115889755135,2.428571428571429
slaw,4.64,3.1893287943421993,3.1991642791754358,2.142857142857143
resurvey,2.44,3.3703959149079794,3.3934196276540396,2.428571428571429
taint,2.19,2.9177281134935296,2.8997040887159753,1.8571428571428572
skit,3.86,3.641996595756649,3.7828267808175693,2.857142857142857
ostrich,4.71,3.1893287943421993,3.1493253734002877,2.142857142857143
bookshop,4.84,3.3703959149079794,3.396650494750662,2.428571428571429
mirage,3.32,3.0987952340593092,3.100421171387823,2.142857142857143
adaptability,1.38,2.7366609929277494,2.7022178731407496,1.7142857142857144
childbed,4.26,2.8271945532106395,2.8041918480249843,1.7142857142857144
communicator,3.21,2.438387246747951,2.330288742735111,2.142857142857143
pantsuit,4.78,3.5514630354737595,3.5941367103258877,2.7142857142857144
biopsy,3.89,3.0696499374729243,3.0654021237178775,2.428571428571429
menagerie,3.12,2.8271945532106395,2.8009609809283624,1.5714285714285714
itinerary,3.93,2.457141989663733,2.40058306411354,1.7142857142857144
square,4.33,3.4609294751908695,3.4921627354416525,2.7142857142857144
vagabond,3.8,2.7366609929277494,2.7054487402373715,1.4285714285714286
suitor,3.77,3.2798623546250893,3.2480684811879006,2.428571428571429
guesswork,2.04,3.3703959149079794,3.3934196276540396,2.428571428571429
sandstorm,4.63,3.2798623546250893,3.297907386963049,2.2857142857142856
virgin,3.31,3.2798623546250893,3.2480684811879006,2.2857142857142856
fear,2.57,2.5878368394720894,2.5398984042064896,1.8571428571428572
roleplaying,2.76,3.641996595756649,3.7828267808175693,2.857142857142857
pitcher,4.93,3.3703959149079794,3.3468115889755135,2.857142857142857
parachutist,4.3,3.1893287943421993,3.1493253734002877,2.2857142857142856
brake,4.44,2.888582816907144,2.8711467752392736,2.142857142857143
incorruptibility,1.96,3.0987952340593092,3.097190304291201,2.0
throwback,2.23,3.008261673776419,3.00167806360021,1.8571428571428572
concentration,2.1,2.5264485757755843,2.4729434769922003,1.5714285714285714
meteor,4.96,2.754101837701011,2.724471113933391,1.8571428571428572
narrator,3.89,3.2798623546250893,3.2480684811879006,2.571428571428571
shuffler,3.92,3.4609294751908695,3.4455546967631263,2.571428571428571
tongue,4.93,3.1893287943421993,3.1991642791754358,2.142857142857143
steersman,4.28,3.4609294751908695,3.4455546967631263,2.7142857142857144
marbling,3.29,4.094664397171099,3.8960045096170033,3.5714285714285716
pimento,4.64,3.4609294751908695,3.495393602538275,2.571428571428571
elf,4.3,3.0458364962299025,3.0394292890307804,2.142857142857143
maladjustment,2.38,3.2798623546250893,3.2946765198664267,2.2857142857142856
shellfish,4.53,2.5640233982381204,2.5171564366160144,1.8571428571428572
whiteout,4.28,3.3703959149079794,3.396650494750662,2.428571428571429
sprocket,4.58,3.0987952340593092,3.097190304291201,2.0
cubbyhole,4.19,3.3703959149079794,3.3934196276540396,2.428571428571429
aneurysm,3.79,2.9553029359470124,2.9406861812431675,2.142857142857143
halfback,4.0,3.732530156039539,3.7417840201259653,3.0
imperativeness,1.54,3.1893287943421993,3.195933412078814,2.142857142857143
condensation,4.24,2.9177281134935296,2.8997040887159753,1.7142857142857144
frailty,2.62,3.1363700565127925,3.138172396818393,2.2857142857142856
mutilation,3.14,3.2798623546250893,3.2946765198664267,2.428571428571429
coachman,4.12,3.3703959149079794,3.3468115889755135,2.428571428571429
waterwheel,4.43,3.4609294751908695,3.495393602538275,2.571428571428571
culmination,1.96,3.008261673776419,2.998447196503588,1.8571428571428572
establishment,3.48,3.025702518549681,3.0174695701996073,2.2857142857142856
understudy,3.47,3.4609294751908695,3.4455546967631263,2.571428571428571
liquidation,2.81,3.1893287943421993,3.195933412078814,2.2857142857142856
cosmetologist,4.22,3.2798623546250893,3.2480684811879006,2.2857142857142856
viewfinder,4.44,3.1893287943421993,3.1991642791754358,2.142857142857143
chaplain,4.33,3.2798623546250893,3.2480684811879006,2.571428571428571
depressive,2.19,3.2798623546250893,3.2480684811879006,2.428571428571429
leniency,1.71,3.008261673776419,2.998447196503588,1.8571428571428572
layout,3.38,3.0987952340593092,3.097190304291201,2.0
craps,3.48,3.1893287943421993,3.195933412078814,2.142857142857143
ignorance,1.6,2.6837022550983427,2.644456857880329,1.7142857142857144
onlooker,3.64,3.3703959149079794,3.3468115889755135,2.428571428571429
referendum,2.97,3.0987952340593092,3.097190304291201,2.0
column,4.48,3.0987952340593092,3.097190304291201,2.0
pit,4.68,2.707515696341364,2.673660559664048,1.8571428571428572
airhead,2.48,3.2798623546250893,3.2480684811879006,2.2857142857142856
bong,4.27,3.008261673776419,2.998447196503588,1.8571428571428572
sawdust,4.93,3.3703959149079794,3.4865974574547307,2.428571428571429
docket,3.56,3.1893287943421993,3.195933412078814,2.142857142857143
discontent,1.93,2.798049256624254,2.7691728003550384,2.0
glossary,4.19,3.5514630354737595,3.5941367103258877,2.7142857142857144
slowdown,2.5,3.0987952340593092,3.097190304291201,2.0
loon,4.26,3.3703959149079794,3.3468115889755135,2.428571428571429
spa,4.67,3.0987952340593092,3.100421171387823,2.0
terrain,4.27,3.0987952340593092,3.100421171387823,2.0
discord,2.26,2.9177281134935296,2.8997040887159753,1.7142857142857144
world,4.36,2.7366609929277494,2.7054487402373715,1.7142857142857144
intellect,2.36,3.008261673776419,2.998447196503588,1.8571428571428572
bereavement,2.33,3.2798623546250893,3.2946765198664267,2.2857142857142856
commonality,1.74,2.9177281134935296,2.8997040887159753,1.7142857142857144
smallpox,4.25,3.5514630354737595,3.5909058432292658,2.857142857142857
variant,2.1,3.1893287943421993,3.195933412078814,2.142857142857143
indentation,3.92,2.707515696341364,2.670429692567426,1.8571428571428572
hustler,3.67,3.5514630354737595,3.5442978045507396,2.7142857142857144
cafeteria,4.71,3.0987952340593092,3.100421171387823,2.142857142857143
plankton,4.66,3.008261673776419,3.00167806360021,1.8571428571428572
grits,4.74,3.1893287943421993,3.1991642791754358,2.142857142857143
cartel,3.3,2.9177281134935296,2.8997040887159753,2.0
longitude,2.93,3.4609294751908695,3.4921627354416525,2.571428571428571
willow,4.35,2.9261576393696807,2.912128867766466,2.428571428571429
endorphin,3.62,3.5890378579272424,3.7250657655571486,3.0
typhoid,3.38,3.5514630354737595,3.5909058432292658,2.7142857142857144
deflection,3.07,3.1893287943421993,3.195933412078814,2.142857142857143
clampdown,3.12,3.2798623546250893,3.2946765198664267,2.2857142857142856
sublet,3.04,3.008261673776419,2.998447196503588,1.8571428571428572
boogie,3.23,3.8230637163224293,3.8871351665921043,3.142857142857143
ballet,4.04,3.8230637163224293,3.980312996392795,3.4285714285714284
plaque,4.7,3.0987952340593092,3.100421171387823,2.2857142857142856
nodule,3.62,3.3703959149079794,3.4865974574547307,2.428571428571429
prawn,4.62,2.9177281134935296,2.902934955812597,1.8571428571428572
etching,4.14,3.2798623546250893,3.297907386963049,2.428571428571429
albacore,3.71,3.1893287943421993,3.1991642791754358,2.142857142857143
knockoff,2.85,3.1893287943421993,3.1991642791754358,2.142857142857143
premeditation,2.26,3.1893287943421993,3.195933412078814,2.142857142857143
bonding,2.48,2.7366609929277494,2.7022178731407496,1.7142857142857144
ultimatum,2.07,3.008261673776419,2.998447196503588,1.8571428571428572
reconstruction,3.17,3.008261673776419,2.998447196503588,1.8571428571428572
terseness,1.92,2.6169821360584744,2.5716865847798127,1.5714285714285714
heating,3.34,2.630743517277989,2.58992670971653,1.7142857142857144
hairpiece,4.82,3.0987952340593092,3.100421171387823,2.428571428571429
sill,4.59,3.1363700565127925,3.1414032639150156,2.2857142857142856
overreaction,2.11,3.008261673776419,3.00167806360021,1.8571428571428572
toboggan,4.76,3.2798623546250893,3.297907386963049,2.2857142857142856
halftime,2.58,2.9177281134935296,2.8997040887159753,1.7142857142857144
cornfield,4.96,3.2798623546250893,3.297907386963049,2.2857142857142856
woodworm,4.79,3.2798623546250893,3.297907386963049,2.2857142857142856
confessional,2.77,3.3703959149079794,3.396650494750662,2.428571428571429
pragmatism,1.63,3.0987952340593092,3.097190304291201,2.142857142857143
readout,3.85,2.9177281134935296,2.8997040887159753,1.7142857142857144
washcloth,4.93,3.3703959149079794,3.396650494750662,2.428571428571429
tonsil,4.72,3.1893287943421993,3.1991642791754358,2.142857142857143
fib,2.47,3.008261673776419,2.998447196503588,2.0
hypothermia,3.55,3.008261673776419,2.998447196503588,1.8571428571428572
filth,4.14,3.2798623546250893,3.387854349667118,2.2857142857142856
sumo,3.64,3.5514630354737595,3.5909058432292658,2.7142857142857144
eloquence,1.88,2.8271945532106395,2.8009609809283624,1.5714285714285714
echo,3.64,2.9177281134935296,2.8997040887159753,1.8571428571428572
snuffbox,4.54,3.1893287943421993,3.1991642791754358,2.142857142857143
superstar,3.36,3.1893287943421993,3.1493253734002877,2.2857142857142856
repetition,3.17,2.721277077560879,2.685438950407521,1.8571428571428572
excise,2.48,3.0987952340593092,3.097190304291201,2.2857142857142856
liquidness,3.3,3.0987952340593092,3.100421171387823,2.0
neckerchief,4.5,3.5514630354737595,3.5941367103258877,2.7142857142857144
arcade,4.74,3.0458364962299025,3.0426601561274027,2.142857142857143
saddleback,4.22,2.9177281134935296,2.902934955812597,1.7142857142857144
calcium,4.07,3.1893287943421993,3.2891112418795045,2.2857142857142856
amplitude,2.92,3.2798623546250893,3.2946765198664267,2.2857142857142856
stocker,3.62,3.1893287943421993,3.1991642791754358,2.142857142857143
matting,4.12,3.008261673776419,3.00167806360021,1.8571428571428572
liberator,3.19,3.2798623546250893,3.2480684811879006,2.428571428571429
cleft,4.31,3.0987952340593092,3.097190304291201,2.0
boredom,1.96,3.1363700565127925,3.138172396818393,2.2857142857142856
cornea,4.86,3.0987952340593092,3.100421171387823,2.142857142857143
shutout,2.9,3.1893287943421993,3.195933412078814,2.142857142857143
steadfastness,1.36,3.008261673776419,2.998447196503588,1.8571428571428572
utility,3.07,2.9553029359470124,2.9406861812431675,2.142857142857143
analogy,1.61,3.2798623546250893,3.2946765198664267,2.2857142857142856
hut,4.65,3.008261673776419,3.00167806360021,2.0
musicology,2.15,3.1893287943421993,3.195933412078814,2.142857142857143
mold,4.85,2.9177281134935296,2.8997040887159753,1.7142857142857144
daredevil,3.76,3.1893287943421993,3.1493253734002877,2.2857142857142856
infamy,1.75,3.0987952340593092,3.097190304291201,2.0
ruler,4.66,2.6837022550983427,2.5978488192018023,2.142857142857143
psycho,3.41,3.1893287943421993,3.1493253734002877,2.428571428571429
spirituality,1.07,2.7366609929277494,2.7022178731407496,1.7142857142857144
injury,4.0,2.6106095395977675,2.5647361237887347,2.142857142857143
splashdown,3.6,3.1893287943421993,3.195933412078814,2.142857142857143
beginner,2.73,2.9553029359470124,2.8940781425646414,2.2857142857142856
fingertip,4.93,3.1893287943421993,3.1991642791754358,2.142857142857143
dysfunction,1.88,2.9261576393696807,2.908898000669844,2.2857142857142856
armor,4.76,2.7637812517584495,2.7350282534378536,2.0
conciliation,1.96,3.008261673776419,2.998447196503588,1.8571428571428572
subcompact,2.92,3.641996595756649,3.6928798181135005,2.857142857142857
mismanagement,1.84,3.0987952340593092,3.097190304291201,2.142857142857143
bedfellow,3.75,3.3703959149079794,3.3468115889755135,2.428571428571429
gab,2.87,3.0987952340593092,3.097190304291201,2.0
finale,2.76,3.2798623546250893,3.2946765198664267,2.2857142857142856
suite,4.16,2.9177281134935296,2.8997040887159753,1.8571428571428572
isolationist,2.86,3.2798623546250893,3.2480684811879006,2.2857142857142856
hem,4.43,3.2798623546250893,3.297907386963049,2.2857142857142856
waiver,3.62,3.116236078832571,3.1162126779872206,2.428571428571429
hotness,3.1,2.9351689582667913,2.6804495980242375,2.142857142857143
rearrangement,3.28,3.057201253911867,3.051824598451061,2.428571428571429
lodgings,4.21,3.1893287943421993,3.1991642791754358,2.142857142857143
equality,1.41,2.6461274326448594,2.6034747653531367,1.7142857142857144
nexus,2.73,2.9177281134935296,2.8997040887159753,1.7142857142857144
convergence,2.2,2.707515696341364,2.670429692567426,1.7142857142857144
dinky,2.67,3.5514630354737595,3.5941367103258877,2.7142857142857144
redbird,4.67,3.641996595756649,3.6928798181135005,2.857142857142857
gallery,4.44,3.008261673776419,2.998447196503588,1.8571428571428572
times,2.07,2.7742358153812323,2.7431999656679418,1.7142857142857144
dehumanization,1.59,3.2798623546250893,3.2946765198664267,2.2857142857142856
resilience,2.26,3.008261673776419,2.998447196503588,1.8571428571428572
knife,4.9,3.0166911996525707,3.010871975554079,2.571428571428571
attitude,1.97,2.162691800505722,2.076201380948615,1.5714285714285714
sketch,4.56,3.008261673776419,3.00167806360021,2.142857142857143
wages,3.96,3.1893287943421993,3.195933412078814,2.142857142857143
wreckage,4.46,2.6837022550983427,2.647687724976951,1.5714285714285714
perch,4.1,3.0987952340593092,3.100421171387823,2.142857142857143
delay,2.79,2.7366609929277494,2.7022178731407496,1.7142857142857144
occupation,3.68,2.2704360516428572,2.19371583824055,1.8571428571428572
mascara,4.93,3.2798623546250893,3.297907386963049,2.2857142857142856
rigger,3.84,3.4609294751908695,3.4455546967631263,2.571428571428571
viewer,4.13,2.888582816907144,2.8213078694641256,2.2857142857142856
progress,2.12,3.1893287943421993,3.195933412078814,2.428571428571429
happenstance,1.54,3.008261673776419,2.998447196503588,1.8571428571428572
telepathy,2.17,2.8271945532106395,2.8009609809283624,1.5714285714285714
margarine,4.58,3.2798623546250893,3.297907386963049,2.428571428571429
satin,4.57,3.008261673776419,3.00167806360021,1.8571428571428572
salamander,4.7,2.9023441981266593,2.886156033079369,2.428571428571429
manslaughter,3.37,3.3703959149079794,3.3934196276540396,2.571428571428571
burlap,4.78,3.0987952340593092,3.100421171387823,2.0
prison,4.68,3.1363700565127925,3.1414032639150156,2.428571428571429
amperage,3.08,3.0987952340593092,3.100421171387823,2.0
incongruity,1.7,2.8647693756641224,2.841943073455555,1.8571428571428572
vigilantism,1.35,3.2798623546250893,3.2946765198664267,2.2857142857142856
viceroy,3.32,3.317437177078572,3.289050573715093,2.571428571428571
picture,4.52,2.7011430998806576,2.66671009867297,2.0
fortification,3.22,2.728742670512403,2.6968123874763785,2.0
parlor,4.28,3.2798623546250893,3.297907386963049,2.2857142857142856
latency,2.04,2.8271945532106395,2.8009609809283624,1.5714285714285714
committeewoman,4.33,3.5514630354737595,3.5442978045507396,2.7142857142857144
shell,4.8,2.9553029359470124,2.94391704833979,2.142857142857143
curse,2.39,3.008261673776419,2.998447196503588,1.8571428571428572
syringes,4.79,3.3703959149079794,3.396650494750662,2.428571428571429
commitment,1.74,2.8271945532106395,2.8009609809283624,1.7142857142857144
icepick,4.68,3.3703959149079794,3.396650494750662,2.428571428571429
footstep,4.18,2.9177281134935296,2.8997040887159753,1.8571428571428572
expense,2.57,2.71421523243851,2.6777367399572745,2.0
boar,4.8,3.732530156039539,3.7916229259011134,3.0
slant,3.08,3.0987952340593092,3.097190304291201,2.0
birthplace,3.46,3.008261673776419,3.00167806360021,1.8571428571428572
referral,2.43,3.2798623546250893,3.2480684811879006,2.2857142857142856
boastfulness,2.24,2.9177281134935296,2.8997040887159753,1.7142857142857144
imprecision,1.75,3.008261673776419,2.998447196503588,1.8571428571428572
glaze,4.0,3.1893287943421993,3.1991642791754358,2.142857142857143
eater,3.75,3.000343351361073,2.9432028050640686,2.428571428571429
gastronomy,2.88,3.3703959149079794,3.3934196276540396,2.428571428571429
privacy,1.5,3.1893287943421993,3.195933412078814,2.142857142857143
takings,2.26,3.1363700565127925,3.138172396818393,2.2857142857142856
hemline,4.44,2.9177281134935296,2.902934955812597,1.7142857142857144
heiress,3.89,3.4609294751908695,3.4455546967631263,2.571428571428571
tampon,4.86,3.1893287943421993,3.1991642791754358,2.2857142857142856
bloodsucker,3.81,3.2269036167956826,3.2401463717026284,2.428571428571429
moisture,4.07,3.008261673776419,2.998447196503588,1.8571428571428572
