Word,Concreteness,Spec_3,Lg10CD,length,Valence,Arousal,Dominance
saffron,4.44,2.571428571428571,1.3222,7,0.443,0.373,0.349
saga,2.19,2.2857142857142856,1.5682,4,0.635,0.44,0.6
sage,4.54,2.428571428571429,1.8062,4,0.781,0.327,0.693
sailboat,4.89,2.571428571428571,1.6902,8,0.719,0.392,0.381
sailor,4.86,2.428571428571429,2.4533,6,0.5,0.588,0.5
sake,2.74,1.8571428571428572,3.3286,4,0.49,0.573,0.407
salad,4.97,2.0,2.7686,5,0.75,0.26,0.307
salamander,4.7,2.428571428571429,0.9031,10,0.41,0.362,0.309
salami,4.78,2.0,1.8921,6,0.667,0.36,0.339
salary,3.69,2.2857142857142856,2.6096,6,0.786,0.48,0.652
sale,3.37,2.2857142857142856,2.9619,4,0.647,0.602,0.573
salesgirl,4.46,2.571428571428571,1.2788,9,0.582,0.49,0.605
salesman,4.81,2.571428571428571,2.574,8,0.643,0.559,0.664
saliva,4.89,2.428571428571429,1.9685,6,0.214,0.265,0.236
salmon,4.81,3.2857142857142856,2.2672,6,0.76,0.25,0.444
salmonella,3.72,2.571428571428571,1.3222,10,0.167,0.608,0.312
salon,4.73,2.2857142857142856,2.1461,5,0.531,0.296,0.463
saloon,4.68,2.142857142857143,2.1584,6,0.63,0.3,0.364
salsa,4.7,2.2857142857142856,1.8451,5,0.742,0.5,0.37
salt,4.89,2.428571428571429,2.7875,4,0.323,0.312,0.306
salutation,3.34,1.8571428571428572,0.8451,10,0.878,0.417,0.5
salvation,2.07,2.0,2.3385,9,0.857,0.48,0.8
salve,4.0,2.2857142857142856,1.3222,5,0.612,0.39,0.5
samba,4.25,2.428571428571429,1.3424,5,0.781,0.74,0.465
sameness,2.31,1.5714285714285714,0.9031,8,0.531,0.33,0.484
sample,3.79,1.8571428571428572,2.6803,6,0.521,0.187,0.452
samurai,4.5,2.2857142857142856,1.8513,7,0.562,0.736,0.838
sanatorium,3.83,2.2857142857142856,1.2788,10,0.469,0.49,0.491
sanctity,1.35,1.5714285714285714,1.8808,8,0.771,0.33,0.628
sanctuary,3.64,2.0,2.0934,9,0.863,0.226,0.575
sanctum,2.85,2.0,1.3802,7,0.521,0.438,0.657
sand,5.0,2.428571428571429,2.7917,4,0.582,0.279,0.304
sandal,4.68,2.142857142857143,0.9542,6,0.49,0.283,0.333
sandbox,4.86,2.142857142857143,1.6721,7,0.573,0.274,0.264
sandman,2.65,2.2857142857142856,1.6335,7,0.479,0.469,0.388
sandpaper,4.85,2.2857142857142856,1.3222,9,0.417,0.425,0.404
sandstorm,4.63,2.2857142857142856,1.3617,9,0.324,0.821,0.629
sandwich,4.9,2.142857142857143,2.8745,8,0.672,0.314,0.31
sanitarium,3.4,2.2857142857142856,1.5911,10,0.448,0.645,0.57
sanitation,3.6,2.0,1.7324,10,0.742,0.312,0.5
sanity,1.85,2.0,2.1072,6,0.667,0.333,0.655
sap,4.37,2.2857142857142856,2.1239,3,0.47,0.298,0.258
sapphire,4.76,3.0,1.415,8,0.77,0.472,0.651
sarcasm,1.63,1.7142857142857144,2.1139,7,0.125,0.685,0.346
sarcophagus,4.48,2.2857142857142856,1.1761,11,0.271,0.561,0.435
sardine,5.0,2.0,1.4914,7,0.541,0.236,0.236
sash,4.67,2.142857142857143,1.5911,4,0.48,0.298,0.333
sassafras,4.19,2.7142857142857144,1.1761,9,0.469,0.388,0.471
satchel,4.73,2.2857142857142856,1.6532,7,0.521,0.306,0.345
satellite,4.73,2.0,2.5899,9,0.562,0.409,0.764
satin,4.57,1.8571428571428572,2.0,5,0.519,0.396,0.481
satire,1.96,1.7142857142857144,1.3617,6,0.458,0.655,0.472
satisfaction,1.9,2.0,2.4843,12,0.939,0.637,0.673
saturation,2.72,1.8571428571428572,1.2788,10,0.255,0.582,0.583
sauce,4.75,2.2857142857142856,2.6928,5,0.562,0.515,0.288
saucepan,4.67,2.571428571428571,0.8451,8,0.347,0.264,0.321
saucer,4.79,1.7142857142857144,1.8633,6,0.51,0.327,0.337
sauerkraut,4.54,2.0,1.5315,10,0.531,0.454,0.336
sauna,4.68,2.2857142857142856,1.7243,5,0.781,0.35,0.455
sausage,4.88,1.8571428571428572,2.356,7,0.542,0.429,0.3
savagery,1.73,2.0,1.1761,8,0.219,0.907,0.711
savannah,4.33,2.428571428571429,1.5051,8,0.729,0.212,0.309
savant,3.08,2.428571428571429,1.2788,6,0.781,0.451,0.818
saver,2.27,2.142857142857143,1.5051,5,0.745,0.382,0.802
savings,3.32,2.142857142857143,2.4857,7,0.776,0.431,0.608
savior,3.04,2.142857142857143,2.1303,6,0.92,0.469,0.804
savvy,2.03,2.0,1.6721,5,0.719,0.52,0.706
sawdust,4.93,2.428571428571429,1.415,7,0.398,0.279,0.241
sawmill,4.74,2.7142857142857144,1.2041,7,0.427,0.378,0.434
sax,4.64,2.2857142857142856,1.5798,3,0.573,0.465,0.409
saxophone,5.0,2.7142857142857144,1.6532,9,0.688,0.444,0.482
scab,4.71,2.2857142857142856,1.415,4,0.354,0.33,0.272
scabbard,4.65,2.142857142857143,1.0414,8,0.325,0.219,0.217
scaffold,4.69,2.142857142857143,1.3979,8,0.48,0.5,0.336
scaffolding,4.83,2.0,1.0792,11,0.496,0.366,0.545
scale,4.39,1.7142857142857144,2.5933,5,0.31,0.35,0.577
scales,4.74,1.7142857142857144,1.9191,6,0.439,0.33,0.491
scallop,4.61,1.8571428571428572,0.9031,7,0.49,0.363,0.331
scalp,4.82,3.0,2.1523,5,0.347,0.346,0.302
scalpel,4.86,3.4285714285714284,2.0792,7,0.302,0.7,0.482
scam,2.64,2.571428571428571,2.3541,4,0.042,0.745,0.418
scamp,3.25,2.428571428571429,1.3424,5,0.458,0.464,0.371
scampi,3.69,2.0,0.7782,6,0.531,0.448,0.224
scan,3.48,2.2857142857142856,2.4871,4,0.479,0.423,0.47
scandal,2.13,2.2857142857142856,2.4886,7,0.122,0.821,0.557
scanner,4.79,2.857142857142857,2.0414,7,0.531,0.356,0.567
scapegoat,2.52,2.428571428571429,1.699,9,0.184,0.685,0.481
scar,4.74,2.0,2.4886,4,0.146,0.5,0.397
scarcity,2.07,2.0,0.9542,8,0.167,0.5,0.182
scarecrow,4.68,2.142857142857143,1.6232,9,0.219,0.274,0.349
scarf,4.97,2.428571428571429,2.2201,5,0.75,0.224,0.224
scat,3.33,5.0,1.6721,4,0.337,0.548,0.409
scavenger,3.93,2.0,1.4624,9,0.177,0.578,0.408
scenario,2.62,2.0,2.4249,8,0.667,0.51,0.683
scene,3.93,1.8571428571428572,3.2485,5,0.57,0.34,0.578
scenery,3.38,2.142857142857143,2.2095,7,0.745,0.253,0.592
scent,3.97,2.2857142857142856,2.3747,5,0.633,0.41,0.491
schedule,3.48,2.0,3.0342,8,0.51,0.38,0.48
scheme,2.41,2.142857142857143,2.4728,6,0.521,0.269,0.577
schilling,4.04,2.0,1.0414,9,0.367,0.41,0.418
schizophrenia,2.33,2.142857142857143,1.7324,13,0.092,0.88,0.435
schmuck,2.4,2.571428571428571,2.2279,7,0.363,0.412,0.375
schnapps,4.48,3.5714285714285716,1.5185,8,0.583,0.567,0.417
scholar,3.5,2.2857142857142856,2.1072,7,0.694,0.421,0.731
scholarship,2.96,2.2857142857142856,2.3962,11,0.866,0.49,0.625
school,4.79,2.0,3.6563,6,0.765,0.423,0.633
schoolboy,4.5,2.857142857142857,1.7559,9,0.623,0.385,0.441
schoolgirl,4.66,2.428571428571429,1.8751,10,0.76,0.521,0.415
schoolhouse,4.86,2.0,1.4624,11,0.602,0.407,0.672
schooling,3.07,2.428571428571429,1.8195,9,0.582,0.462,0.64
schoolmaster,4.76,2.7142857142857144,1.301,12,0.667,0.368,0.852
schoolteacher,4.88,2.7142857142857144,1.9085,13,0.521,0.38,0.632
schoolwork,4.1,2.2857142857142856,1.6435,10,0.479,0.5,0.481
schoolyard,4.64,2.142857142857143,1.6232,10,0.684,0.529,0.44
schooner,4.12,2.142857142857143,1.301,8,0.635,0.408,0.427
science,2.79,2.0,3.0073,7,0.588,0.429,0.741
scientist,4.24,2.142857142857143,2.5999,9,0.562,0.5,0.79
scion,4.07,2.428571428571429,0.4771,5,0.49,0.38,0.451
scissors,4.85,3.0,2.3181,8,0.458,0.462,0.302
scone,4.85,2.7142857142857144,1.3617,5,0.418,0.287,0.229
scoop,4.15,1.7142857142857144,2.3243,5,0.583,0.543,0.64
scooter,4.96,2.7142857142857144,1.8976,7,0.51,0.587,0.371
scope,3.74,1.8571428571428572,2.2878,5,0.656,0.386,0.718
score,3.38,2.2857142857142856,2.9903,5,0.67,0.388,0.589
scoreboard,4.9,2.2857142857142856,1.4314,10,0.667,0.484,0.472
scorer,3.45,2.428571428571429,1.2553,6,0.73,0.608,0.764
scorn,2.59,1.8571428571428572,1.6435,5,0.11,0.721,0.356
scorpion,4.84,2.142857142857143,1.7482,8,0.198,0.745,0.6
scotch,4.55,2.142857142857143,2.6803,6,0.578,0.52,0.615
scoundrel,2.93,2.2857142857142856,2.017,9,0.094,0.74,0.412
scourge,2.31,2.2857142857142856,1.7076,7,0.214,0.64,0.302
scout,4.0,2.7142857142857144,2.6149,5,0.656,0.611,0.763
scowl,3.85,1.8571428571428572,1.3979,5,0.302,0.6,0.413
scrabble,4.47,2.142857142857143,1.7482,8,0.625,0.412,0.399
scrambler,3.07,2.428571428571429,1.3617,9,0.417,0.55,0.444
scrap,4.15,1.7142857142857144,2.233,5,0.156,0.339,0.173
scrapbook,4.76,2.2857142857142856,1.699,9,0.562,0.274,0.432
screamer,3.5,2.2857142857142856,1.3802,8,0.156,0.67,0.392
screech,3.77,2.0,1.9638,7,0.214,0.802,0.306
screen,4.6,1.8571428571428572,2.8848,6,0.67,0.3,0.417
screening,3.11,1.5714285714285714,2.0969,9,0.562,0.57,0.709
screenplay,4.41,2.0,1.8573,10,0.5,0.406,0.518
screenwriter,4.28,2.571428571428571,1.3222,12,0.571,0.5,0.712
screwball,3.54,2.428571428571429,1.6232,9,0.271,0.68,0.505
screwdriver,4.9,2.2857142857142856,1.9294,11,0.52,0.519,0.439
scribe,4.04,2.428571428571429,0.9542,6,0.541,0.264,0.491
scrimmage,3.04,2.142857142857143,1.4624,9,0.367,0.66,0.411
script,4.72,1.8571428571428572,2.6075,6,0.61,0.45,0.527
scripture,3.86,1.8571428571428572,1.7559,9,0.745,0.27,0.63
scroll,4.11,1.7142857142857144,1.6902,6,0.375,0.63,0.409
scrotum,4.87,2.2857142857142856,1.3979,7,0.396,0.653,0.361
scrounger,2.84,2.7142857142857144,0.9542,9,0.323,0.49,0.358
scrutiny,2.26,2.142857142857143,1.7324,8,0.5,0.653,0.658
scuba,4.23,2.142857142857143,1.7482,5,0.542,0.494,0.456
scuff,3.68,2.142857142857143,1.2304,5,0.165,0.56,0.376
scuffle,3.62,2.142857142857143,1.3617,7,0.146,0.8,0.529
sculptor,4.09,2.428571428571429,1.5185,8,0.653,0.431,0.694
sculpture,4.79,2.857142857142857,2.017,9,0.75,0.346,0.49
scum,3.9,1.8571428571428572,2.5877,4,0.357,0.38,0.218
scurvy,3.43,2.857142857142857,1.6902,6,0.354,0.462,0.312
sea,4.79,1.5714285714285714,3.1316,3,0.833,0.353,0.589
seaboard,3.68,1.8571428571428572,1.6232,8,0.663,0.356,0.507
seafood,4.83,1.7142857142857144,1.9191,7,0.656,0.5,0.328
seagull,5.0,3.0,1.5441,7,0.635,0.245,0.314
seam,4.5,2.2857142857142856,1.4914,4,0.427,0.25,0.414
seaman,4.42,2.571428571428571,1.6812,6,0.52,0.51,0.672
seamstress,4.43,2.7142857142857144,1.301,10,0.535,0.288,0.389
seaport,4.57,2.0,0.9542,7,0.594,0.317,0.491
search,3.0,1.8571428571428572,3.1903,6,0.635,0.58,0.462
searchlight,4.63,2.2857142857142856,1.1139,11,0.622,0.51,0.552
seashore,4.63,1.7142857142857144,1.3424,8,0.796,0.31,0.375
seaside,4.46,1.8571428571428572,1.415,7,0.887,0.52,0.508
season,3.32,1.7142857142857144,3.0004,6,0.792,0.41,0.519
seasoning,4.67,2.0,1.3979,9,0.633,0.388,0.479
seat,4.78,2.0,3.3881,4,0.542,0.281,0.434
seatbelt,4.79,3.142857142857143,1.5441,8,0.656,0.314,0.726
seating,4.29,1.7142857142857144,1.9638,7,0.552,0.265,0.286
seawater,4.41,3.0,1.2553,8,0.76,0.197,0.491
seaweed,4.89,2.2857142857142856,1.7993,7,0.446,0.286,0.382
secession,1.85,2.142857142857143,0.301,9,0.323,0.561,0.509
seclusion,2.38,2.142857142857143,1.4771,9,0.23,0.558,0.505
second,3.3,1.5714285714285714,3.7585,6,0.49,0.21,0.25
secrecy,2.0,1.7142857142857144,2.1959,7,0.294,0.549,0.475
secret,2.19,1.7142857142857144,3.4545,6,0.479,0.58,0.509
secretariat,3.67,2.0,0.699,11,0.518,0.459,0.597
secretary,4.54,2.428571428571429,2.8938,9,0.612,0.426,0.561
secretion,3.52,1.5714285714285714,1.1139,9,0.354,0.582,0.529
sect,3.52,2.0,1.415,4,0.265,0.667,0.526
section,3.24,2.0,2.9675,7,0.5,0.269,0.421
sector,3.41,1.8571428571428572,2.3365,6,0.594,0.19,0.569
security,2.82,1.8571428571428572,3.3111,8,0.837,0.36,0.821
sedan,4.72,2.857142857142857,1.8573,5,0.48,0.423,0.68
sedation,2.87,1.8571428571428572,1.6628,8,0.51,0.27,0.398
sedative,4.56,2.2857142857142856,2.0531,8,0.314,0.273,0.352
sediment,4.0,1.4285714285714286,1.1139,8,0.438,0.306,0.372
seducer,2.36,2.2857142857142856,1.0792,7,0.704,0.812,0.775
seduction,2.21,2.142857142857143,1.6532,9,0.51,0.891,0.618
seed,4.71,2.2857142857142856,2.4456,4,0.656,0.135,0.306
seedling,4.56,2.2857142857142856,0.7782,8,0.406,0.343,0.423
seeker,3.44,2.142857142857143,1.4914,6,0.646,0.464,0.553
seesaw,4.92,1.8571428571428572,1.1761,6,0.57,0.559,0.41
segment,3.4,1.5714285714285714,1.8751,7,0.469,0.29,0.44
segregation,2.65,1.5714285714285714,1.3424,11,0.302,0.545,0.39
seizure,3.79,2.142857142857143,2.1367,7,0.177,0.775,0.462
selection,2.34,1.8571428571428572,2.3054,9,0.594,0.34,0.595
self,3.1,2.142857142857143,2.7284,4,0.704,0.37,0.5
selfishness,1.97,1.7142857142857144,1.6021,11,0.2,0.686,0.453
seller,3.57,2.571428571428571,1.9345,6,0.635,0.471,0.635
sellout,2.71,2.2857142857142856,1.5315,7,0.398,0.49,0.465
seltzer,4.2,3.2857142857142856,1.5441,7,0.448,0.452,0.406
semantics,1.7,2.2857142857142856,1.5798,9,0.698,0.394,0.569
semblance,2.0,1.7142857142857144,1.3617,9,0.5,0.471,0.442
semen,4.79,2.2857142857142856,2.0531,5,0.5,0.755,0.471
semester,3.07,2.0,2.3997,8,0.521,0.327,0.482
semi,2.74,2.0,1.7243,4,0.296,0.345,0.304
semicolon,4.62,2.142857142857143,0.8451,9,0.378,0.255,0.318
seminar,3.48,2.0,2.1239,7,0.583,0.36,0.623
seminary,3.5,2.2857142857142856,1.5682,8,0.594,0.367,0.589
senate,3.81,2.0,2.1206,6,0.49,0.349,0.836
senator,4.59,2.7142857142857144,2.4857,7,0.391,0.422,0.821
sender,3.82,2.2857142857142856,1.5315,6,0.542,0.449,0.509
seniority,2.34,1.8571428571428572,1.6902,9,0.408,0.427,0.602
senorita,4.18,2.142857142857143,1.5315,8,0.765,0.55,0.5
sensation,2.87,2.0,2.3139,9,0.781,0.663,0.673
sense,2.61,2.142857142857143,3.5843,5,0.781,0.417,0.474
sensibility,1.52,2.142857142857143,1.3802,11,0.583,0.423,0.448
sensitivity,1.77,2.0,2.1072,11,0.75,0.417,0.395
sensor,3.96,2.0,1.8921,6,0.571,0.377,0.542
sensuality,2.0,2.0,1.415,10,0.844,0.84,0.632
sentence,3.57,2.571428571428571,2.8506,8,0.625,0.265,0.548
sentiment,2.1,1.7142857142857144,2.1732,9,0.765,0.451,0.639
sentimentality,1.73,1.7142857142857144,1.3802,14,0.771,0.548,0.319
sentinel,3.67,2.7142857142857144,1.2304,8,0.531,0.602,0.845
sentry,4.04,2.7142857142857144,1.6721,6,0.47,0.547,0.684
separation,2.96,1.5714285714285714,2.2672,10,0.198,0.592,0.409
sepia,3.86,2.142857142857143,0.6021,5,0.448,0.27,0.345
septum,4.48,1.8571428571428572,1.2553,6,0.276,0.423,0.41
sequel,2.86,2.0,1.7782,6,0.65,0.48,0.574
sequence,3.1,1.8571428571428572,2.3032,8,0.543,0.35,0.529
sequestration,2.5,2.0,0.301,13,0.177,0.86,0.5
serenade,3.5,1.8571428571428572,1.6812,8,0.875,0.57,0.491
serendipity,1.62,1.8571428571428572,1.2553,11,0.677,0.413,0.5
serenity,1.62,2.0,1.7853,8,0.9,0.122,0.557
sergeant,4.7,2.857142857142857,2.9025,8,0.408,0.6,0.833
series,2.92,1.7142857142857144,2.8525,6,0.622,0.431,0.42
seriousness,1.5,1.8571428571428572,1.7782,11,0.439,0.365,0.75
sermon,3.34,2.0,1.9868,6,0.417,0.507,0.615
serpent,4.97,2.571428571428571,1.8261,7,0.115,0.696,0.679
serum,4.27,2.2857142857142856,1.9685,5,0.52,0.231,0.443
servant,4.64,2.2857142857142856,2.5866,7,0.34,0.408,0.331
server,4.55,2.571428571428571,2.0864,6,0.656,0.356,0.536
service,2.21,2.0,3.3817,7,0.684,0.408,0.535
servitude,2.32,2.0,1.4914,9,0.25,0.49,0.25
sesame,4.5,2.2857142857142856,1.8513,6,0.673,0.25,0.382
session,2.58,2.0,2.7185,7,0.51,0.481,0.491
sessions,3.66,2.571428571428571,2.2601,8,0.646,0.578,0.65
setback,1.97,1.7142857142857144,1.8513,7,0.198,0.451,0.25
settlement,3.07,1.7142857142857144,2.3365,10,0.635,0.412,0.723
settler,4.11,2.428571428571429,0.6021,7,0.573,0.453,0.519
setup,3.5,2.0,2.5428,5,0.667,0.398,0.635
severance,2.68,2.0,1.7243,9,0.396,0.62,0.541
severity,1.76,1.8571428571428572,1.4914,8,0.26,0.712,0.661
sewage,4.52,2.2857142857142856,1.6532,6,0.255,0.343,0.339
sewer,4.46,2.571428571428571,2.2718,5,0.286,0.367,0.282
sewing,4.4,2.7142857142857144,2.2095,6,0.625,0.337,0.356
sex,4.1,1.7142857142857144,3.3964,3,0.803,0.939,0.704
sexuality,2.61,1.8571428571428572,2.0531,9,0.67,0.898,0.657
shack,4.93,2.0,2.2945,5,0.396,0.425,0.339
shackle,4.34,2.142857142857143,0.9031,7,0.276,0.58,0.414
shade,3.38,2.0,2.4031,5,0.388,0.265,0.278
shading,3.33,2.142857142857143,1.2041,7,0.42,0.324,0.318
shadow,4.54,2.142857142857143,2.7959,6,0.302,0.343,0.158
shaft,4.71,1.8571428571428572,2.3118,5,0.549,0.275,0.472
shakedown,2.73,2.2857142857142856,1.6232,9,0.286,0.692,0.481
shaker,4.11,2.142857142857143,1.699,6,0.52,0.728,0.518
shallows,3.33,1.5714285714285714,1.2304,8,0.388,0.368,0.368
sham,3.07,2.2857142857142856,1.7853,4,0.354,0.602,0.395
shaman,4.08,2.571428571428571,1.7076,6,0.49,0.531,0.604
shame,2.24,1.7142857142857144,3.1818,5,0.06,0.67,0.155
shampoo,4.68,2.7142857142857144,2.1732,7,0.604,0.18,0.25
shank,4.18,2.0,1.6335,5,0.53,0.393,0.286
shanty,3.97,2.0,1.2041,6,0.427,0.459,0.255
shape,3.14,1.7142857142857144,3.0755,5,0.592,0.24,0.422
shard,4.21,1.7142857142857144,1.0792,5,0.388,0.407,0.426
shareholder,3.72,2.428571428571429,1.3802,11,0.656,0.632,0.915
shark,4.93,2.857142857142857,2.4133,5,0.26,0.845,0.596
sharpener,4.64,2.0,1.2553,9,0.532,0.435,0.327
sharpness,2.69,1.8571428571428572,1.1139,9,0.729,0.385,0.653
sharpshooter,4.59,2.428571428571429,1.3617,12,0.24,0.929,0.764
shaver,4.35,2.571428571428571,1.1761,6,0.418,0.45,0.392
shawl,5.0,2.7142857142857144,1.6628,5,0.72,0.365,0.23
shears,4.61,3.142857142857143,1.5441,6,0.429,0.527,0.254
sheath,4.48,2.0,1.3802,6,0.46,0.314,0.342
sheathing,3.36,2.0,0.4771,9,0.378,0.48,0.642
sheep,4.9,3.142857142857143,2.5944,5,0.604,0.206,0.161
sheepdog,4.72,3.2857142857142856,1.2041,8,0.684,0.442,0.529
sheet,4.93,2.428571428571429,2.6675,5,0.439,0.174,0.302
sheik,4.6,2.2857142857142856,1.415,5,0.521,0.579,0.708
shelf,4.96,2.142857142857143,2.4393,5,0.561,0.202,0.366
shell,4.8,2.142857142857143,2.6064,5,0.615,0.408,0.391
shellfish,4.53,1.8571428571428572,1.6435,9,0.594,0.412,0.393
shelling,3.17,2.2857142857142856,1.7076,8,0.337,0.917,0.773
shelter,4.64,1.8571428571428572,2.5752,7,0.704,0.229,0.569
shepherd,4.67,2.571428571428571,2.2601,8,0.656,0.304,0.61
sherbet,4.83,2.2857142857142856,1.2553,7,0.592,0.363,0.348
sheriff,4.5,2.571428571428571,2.8215,7,0.602,0.541,0.802
sherry,4.32,3.7142857142857144,2.2856,6,0.594,0.477,0.315
shield,4.66,2.0,2.4099,6,0.51,0.373,0.663
shift,2.81,2.142857142857143,2.8998,5,0.479,0.61,0.491
shilling,4.46,2.0,1.5185,8,0.521,0.342,0.43
shimmy,3.81,2.0,1.5051,6,0.478,0.476,0.462
shin,4.86,1.7142857142857144,1.7993,4,0.459,0.5,0.231
shindig,3.52,2.0,1.8261,7,0.552,0.56,0.491
shiner,3.79,2.428571428571429,1.5315,6,0.74,0.51,0.556
shingle,4.82,1.8571428571428572,1.4914,7,0.51,0.2,0.41
ship,4.87,2.428571428571429,3.066,4,0.646,0.5,0.439
shipment,4.48,2.0,2.3404,8,0.582,0.44,0.452
shipping,3.59,2.2857142857142856,2.3729,8,0.622,0.327,0.443
shipwreck,4.3,2.571428571428571,1.3424,9,0.268,0.768,0.373
shipyard,4.79,2.0,1.3802,8,0.398,0.583,0.595
shirt,4.94,2.428571428571429,3.1464,5,0.698,0.186,0.231
shit,4.33,2.571428571428571,3.4035,4,0.0,0.678,0.294
shithead,2.26,2.428571428571429,2.0969,8,0.12,0.645,0.302
shock,4.0,2.0,3.0358,5,0.286,0.821,0.453
shocker,2.71,2.2857142857142856,1.6435,7,0.235,0.804,0.616
shoe,4.97,2.0,2.9513,4,0.517,0.225,0.288
shoelace,5.0,2.142857142857143,1.4314,8,0.396,0.28,0.307
shoemaker,4.54,2.428571428571429,1.2788,9,0.396,0.269,0.491
shoeshine,4.21,2.0,1.3802,9,0.392,0.387,0.325
shooter,4.14,2.428571428571429,2.4166,7,0.224,0.814,0.774
shootout,3.93,2.142857142857143,1.6628,8,0.08,0.927,0.615
shop,4.31,2.2857142857142856,3.2079,4,0.725,0.632,0.565
shopkeeper,4.43,2.571428571428571,1.2788,10,0.677,0.51,0.73
shoplifter,4.32,2.857142857142857,1.301,10,0.167,0.83,0.5
shoplifting,3.33,2.571428571428571,1.7853,11,0.152,0.833,0.441
shopper,4.44,2.571428571428571,1.4914,7,0.646,0.615,0.741
shopping,3.44,2.2857142857142856,3.0208,8,0.915,0.445,0.63
shoreline,4.87,2.0,1.3802,9,0.677,0.296,0.529
shortage,2.46,2.0,2.0569,8,0.094,0.455,0.198
shortcake,4.41,3.0,1.2041,9,0.677,0.359,0.398
shortcoming,2.17,2.0,0.7782,11,0.195,0.37,0.258
shortcut,3.2,2.0,2.1903,8,0.594,0.308,0.426
shorthand,3.57,1.8571428571428572,1.6128,9,0.459,0.45,0.461
shortness,3.14,2.428571428571429,1.5798,9,0.459,0.28,0.272
shorts,4.82,2.571428571428571,2.5527,6,0.622,0.481,0.287
shortstop,4.23,3.0,1.5682,9,0.418,0.529,0.45
shot,4.44,1.8571428571428572,3.6271,4,0.144,0.75,0.569
shotgun,4.96,2.571428571428571,2.5391,7,0.2,0.868,0.684
shoulder,4.93,1.7142857142857144,2.9899,8,0.562,0.286,0.406
shovel,4.97,2.2857142857142856,2.4031,6,0.427,0.308,0.267
showboat,3.67,2.857142857142857,1.2553,8,0.618,0.625,0.509
showcase,3.39,2.0,1.3979,8,0.521,0.255,0.415
showdown,3.21,2.0,1.7634,8,0.302,0.95,0.692
shower,4.89,2.0,3.1139,6,0.669,0.346,0.336
showgirl,4.44,2.571428571428571,1.5315,8,0.633,0.694,0.481
showroom,4.54,2.142857142857143,1.4472,8,0.74,0.441,0.536
shrapnel,4.57,2.2857142857142856,1.959,8,0.24,0.74,0.681
shred,4.38,1.7142857142857144,2.1139,5,0.224,0.75,0.627
shrew,4.07,2.571428571428571,1.4624,5,0.306,0.463,0.39
shriek,3.97,1.8571428571428572,1.5051,6,0.459,0.827,0.491
shrimp,4.8,2.2857142857142856,2.3927,6,0.571,0.361,0.425
shrine,4.47,2.142857142857143,1.9731,6,0.802,0.255,0.574
shrink,3.55,3.0,2.5809,6,0.385,0.453,0.272
shroud,4.34,1.8571428571428572,1.4914,6,0.417,0.457,0.389
shrub,4.92,2.2857142857142856,1.1461,5,0.531,0.34,0.34
shrubbery,4.89,1.8571428571428572,1.2304,9,0.49,0.267,0.332
shuffleboard,4.74,2.571428571428571,1.2788,12,0.531,0.459,0.377
shuffling,3.25,2.428571428571429,1.415,9,0.521,0.408,0.293
shunt,3.5,2.0,1.3222,5,0.312,0.5,0.47
shutdown,3.85,2.2857142857142856,1.6902,8,0.173,0.367,0.418
shuteye,3.42,2.0,1.3979,7,0.521,0.43,0.431
shutter,4.38,2.2857142857142856,1.7324,7,0.191,0.38,0.482
shuttle,4.63,2.2857142857142856,2.1139,7,0.531,0.591,0.547
shyness,2.0,2.142857142857143,1.4472,7,0.312,0.265,0.246
sibling,4.37,2.2857142857142856,1.6128,7,0.857,0.34,0.636
sickle,4.88,2.571428571428571,1.2553,6,0.427,0.585,0.37
sickness,3.45,2.142857142857143,2.5079,8,0.094,0.704,0.288
side,3.68,1.7142857142857144,3.6745,4,0.439,0.288,0.395
sidebar,3.21,2.142857142857143,1.4472,7,0.469,0.364,0.405
sideboard,4.42,2.0,0.9542,9,0.59,0.259,0.426
sideburns,4.96,2.2857142857142856,1.5911,9,0.777,0.327,0.308
sidecar,4.82,3.7142857142857144,1.3617,7,0.552,0.449,0.5
sidekick,3.24,2.2857142857142856,1.9138,8,0.602,0.439,0.509
sideline,3.93,1.8571428571428572,1.4624,8,0.44,0.382,0.517
sideshow,4.03,1.8571428571428572,1.6721,8,0.458,0.594,0.658
sidewalk,4.96,2.142857142857143,2.3674,8,0.479,0.192,0.348
siege,3.18,2.142857142857143,1.9638,5,0.271,0.75,0.567
siesta,3.89,2.0,1.3222,6,0.74,0.046,0.295
sieve,4.59,2.2857142857142856,1.3979,5,0.459,0.25,0.333
sigh,3.89,1.7142857142857144,2.1206,4,0.469,0.387,0.273
sight,3.21,2.142857142857143,3.2248,5,0.684,0.25,0.528
sighting,3.14,2.428571428571429,1.8195,8,0.582,0.56,0.627
sightseeing,3.11,2.2857142857142856,1.8388,11,0.875,0.552,0.697
sigma,2.76,2.142857142857143,1.3424,5,0.49,0.472,0.535
signal,3.86,1.4285714285714286,3.0107,6,0.615,0.417,0.464
signature,4.43,1.8571428571428572,2.6675,9,0.57,0.422,0.657
significance,1.68,2.0,2.1987,12,0.82,0.46,0.644
signpost,4.63,1.5714285714285714,1.1461,8,0.51,0.4,0.446
silence,3.33,1.7142857142857144,2.9469,7,0.438,0.2,0.223
silencer,4.19,2.2857142857142856,1.5051,8,0.417,0.356,0.482
silhouette,4.57,2.142857142857143,1.4314,10,0.582,0.41,0.288
silicon,4.68,2.571428571428571,1.6812,7,0.439,0.448,0.445
